Product ,  , 
Product ,  , 
Product , Yield , Error
Ru114 ,7.39500E-04,4.73280E-04
Ru115 ,2.38932E-04,1.52916E-04
Ru116 ,5.03200E-05,3.22048E-05
Ru117 ,7.78731E-06,4.98388E-06
Ru118 ,9.12767E-07,5.84171E-07
Ru119 ,7.73733E-08,4.95189E-08
Ru120 ,4.86000E-09,3.11040E-09
Ru121 ,3.88009E-10,2.48326E-10
Ru122 ,7.46000E-12,4.77440E-12
Ru124 ,0.00000E+00,0.00000E+00
Rh99 ,1.11000E-13,7.10400E-14
Rh101 ,1.81000E-11,1.15840E-11
Rh101m ,1.47000E-10,9.40799E-11
Rh102 ,2.05000E-09,1.31200E-09
Rh102m ,2.05000E-09,1.31200E-09
Rh103 ,3.88000E-09,2.48320E-09
Rh103m ,4.46000E-08,2.85440E-08
Rh104 ,2.74000E-08,1.75360E-08
Rh104m ,1.55000E-07,9.91999E-08
Rh105 ,1.46000E-06,9.34399E-07
Rh105m ,1.10000E-07,7.04000E-08
Rh106 ,5.40000E-06,3.45600E-06
Rh106m ,5.40000E-06,3.45600E-06
Rh107 ,6.93300E-05,4.43712E-05
Rh108 ,1.64750E-04,1.05440E-04
Rh108m ,1.64750E-04,1.05440E-04
Rh109 ,5.78940E-04,3.70521E-04
Rh109m ,5.78940E-04,3.70521E-04
Rh110 ,1.32769E-03,8.49721E-04
Rh110m ,1.32769E-03,8.49721E-04
Rh111 ,5.32000E-03,3.40480E-03
Rh112 ,8.92001E-03,4.01401E-03
Rh113 ,7.64375E-03,4.89200E-03
Rh114 ,5.45471E-03,3.49101E-03
Rh115 ,3.84363E-03,2.45992E-03
Rh116 ,1.75115E-03,1.12074E-03
Rh117 ,5.99200E-04,3.83488E-04
Rh118 ,1.57680E-04,1.00915E-04
Rh119 ,3.04100E-05,1.94624E-05
Rh120 ,4.38000E-06,2.80320E-06
Rh121 ,5.21612E-07,3.33831E-07
Rh122 ,3.80000E-08,2.43200E-08
Rh123 ,2.32000E-09,1.48480E-09
Rh124 ,9.63999E-11,6.16960E-11
Pd99 ,0.00000E+00,0.00000E+00
Pd101 ,0.00000E+00,0.00000E+00
Pd102 ,3.31000E-13,2.11840E-13
Pd103 ,8.34000E-12,5.33760E-12
Pd104 ,5.15000E-11,3.29600E-11
Pd105 ,9.35999E-10,5.99040E-10
Pd106 ,1.60000E-08,1.02400E-08
Pd107 ,5.15000E-08,3.29600E-08
Pd107m ,1.94000E-07,1.24160E-07
Pd108 ,2.76000E-06,1.76640E-06
Pd109 ,4.64000E-06,2.96960E-06
Pd109m ,1.74700E-05,1.11808E-05
Pd110 ,1.18550E-04,7.58720E-05
Pd111 ,1.11680E-04,7.14752E-05
Pd111m ,4.20120E-04,2.68877E-04
Pd112 ,1.88509E-03,1.20646E-03
Pd113 ,6.85063E-03,4.38440E-03
Pd114 ,5.36657E-03,3.43460E-03
Pd115 ,8.10756E-03,5.18884E-03
Pd116 ,7.42383E-03,4.75125E-03
Pd117 ,5.32822E-03,3.41006E-03
Pd118 ,2.99787E-03,1.91864E-03
Pd119 ,1.26037E-03,8.06636E-04
Pd120 ,4.03110E-04,2.57990E-04
Pd121 ,1.10500E-04,7.07200E-05
Pd122 ,1.87800E-05,1.20192E-05
Pd123 ,2.71000E-06,1.73440E-06
Pd124 ,2.73000E-07,1.74720E-07
Pd125 ,1.76000E-08,1.12640E-08
Pd126 ,1.58000E-09,1.01120E-09
Pd127 ,4.45987E-10,2.85432E-10
Pd128 ,1.69000E-11,1.08160E-11
Pd129 ,  , 
Pd130 ,0.00000E+00,0.00000E+00
Ag103 ,0.00000E+00,0.00000E+00
Ag105 ,0.00000E+00,0.00000E+00
Ag105m ,4.99000E-14,3.19360E-14
