Product ;  ; 
Product ;  ; 
Product ; Yield ; Error
Mo116 ; 5.84995E-14 ; 3.74397E-14
Mo117 ; 2.08038E-15 ; 1.33144E-15
Tc93 ; 0.0 ; 0.0
Tc95 ; 0.0 ; 0.0
Tc95m ; 0.0 ; 0.0
Tc97 ; 3.03997E-14 ; 1.94558E-14
Tc97m ; 3.03997E-14 ; 1.94558E-14
Tc98 ; 7.13994E-12 ; 4.56956E-12
Tc99 ; 4.84996E-10 ; 3.10397E-10
Tc99m ; 9.93991E-11 ; 6.36154E-11
Tc100 ; 2.36998E-8 ; 1.51679E-8
Tc101 ; 7.60993E-7 ; 4.87036E-7
Tc102 ; 4.87996E-6 ; 3.12317E-6
Tc102m ; 4.87996E-6 ; 3.12317E-6
Tc103 ; 9.42892E-5 ; 6.03451E-5
Tc104 ; 3.15727E-4 ; 2.02065E-4
Tc105 ; 7.47394E-5 ; 4.78332E-5
Tc106 ; 1.02889E-4 ; 6.5849E-5
Tc107 ; 2.56828E-4 ; 1.6437E-4
Tc108 ; 2.23708E-4 ; 1.43173E-4
Tc109 ; 3.39107E-4 ; 2.17029E-4
Tc110 ; 3.04537E-4 ; 1.94904E-4
Tc111 ; 1.19539E-4 ; 7.65049E-5
Tc112 ; 2.47098E-5 ; 1.58143E-5
Tc113 ; 4.84555E-6 ; 3.10115E-6
Tc114 ; 4.49996E-7 ; 2.87998E-7
Tc115 ; 1.47382E-7 ; 9.43245E-8
Tc116 ; 9.14992E-10 ; 5.85595E-10
Tc117 ; 6.41032E-11 ; 4.10261E-11
Tc118 ; 7.66716E-14 ; 4.90698E-14
Tc119 ; 2.04488E-15 ; 1.30872E-15
Ru95 ; 0.0 ; 0.0
Ru96 ; 0.0 ; 0.0
Ru97 ; 0.0 ; 0.0
Ru98 ; 0.0 ; 0.0
Ru99 ; 0.0 ; 0.0
Ru100 ; 7.25994E-13 ; 4.64636E-13
Ru101 ; 6.40994E-11 ; 4.10236E-11
Ru102 ; 3.95997E-9 ; 2.53438E-9
Ru103 ; 9.93991E-8 ; 6.36154E-8
Ru104 ; 1.58999E-6 ; 1.01759E-6
Ru105 ; 1.00999E-9 ; 6.46394E-10
Ru106 ; 8.69992E-9 ; 5.56795E-9
Ru107 ; 8.40993E-8 ; 5.38235E-8
Ru108 ; 4.90996E-7 ; 3.14237E-7
Ru109 ; 1.99998E-5 ; 1.27999E-5
Ru109m ; 1.99998E-5 ; 1.27999E-5
Ru110 ; 2.32368E-4 ; 1.48716E-4
Ru111 ; 2.78298E-4 ; 1.7811E-4
Ru112 ; 2.88488E-4 ; 1.84632E-4
Ru113 ; 1.54549E-4 ; 9.89111E-5
Ru114 ; 7.07394E-5 ; 4.52732E-5
Ru115 ; 1.43924E-5 ; 9.21111E-6
Ru116 ; 2.02998E-6 ; 1.29919E-6
Ru117 ; 1.51935E-7 ; 9.72381E-8
Ru118 ; 6.88986E-9 ; 4.40951E-9
Ru119 ; 1.35997E-10 ; 8.70379E-11
Ru120 ; 1.82998E-12 ; 1.17119E-12
Ru121 ; 1.38896E-14 ; 8.88932E-15
Ru122 ; 0.0 ; 0.0
Ru124 ; 0.0 ; 0.0
Rh99 ; 0.0 ; 0.0
Rh101 ; 0.0 ; 0.0
Rh101m ; 0.0 ; 0.0
Rh102 ; 0.0 ; 0.0
Rh102m ; 0.0 ; 0.0
Rh103 ; 2.03998E-13 ; 1.30559E-13
Rh103m ; 1.49999E-12 ; 9.59992E-13
Rh104 ; 1.61999E-11 ; 1.03679E-11
Rh104m ; 5.73995E-11 ; 3.67357E-11
Rh105 ; 6.15995E-10 ; 1.97118E-10
Rh105m ; 8.39993E-11 ; 5.37595E-11
Rh106 ; 0.0 ; 0.0
Rh106m ; 0.0 ; 0.0
Rh107 ; 0.0 ; 0.0
Rh108 ; 6.80994E-14 ; 4.35836E-14
Rh108m ; 6.80994E-14 ; 4.35836E-14
Rh109 ; 5.24995E-8 ; 3.35997E-8
Rh109m ; 5.24995E-8 ; 3.35997E-8
Rh110 ; 1.32999E-6 ; 8.51193E-7
Rh110m ; 1.32999E-6 ; 8.51193E-7
Rh111 ; 2.07698E-5 ; 1.32927E-5
Rh112 ; 6.04895E-5 ; 3.87133E-5
Rh113 ; 1.46229E-4 ; 9.35864E-5
Rh114 ; 1.55209E-4 ; 9.93335E-5
Rh115 ; 1.35109E-4 ; 8.64697E-5
Rh116 ; 4.80896E-5 ; 3.07773E-5
Rh117 ; 1.84598E-5 ; 1.18143E-5
Rh118 ; 2.45998E-6 ; 1.57439E-6
Rh119 ; 2.67998E-7 ; 1.71519E-7
Rh120 ; 1.07999E-8 ; 6.91194E-9
Rh121 ; 4.27982E-10 ; 2.73909E-10
Rh122 ; 8.11993E-12 ; 5.19676E-12
Rh123 ; 1.36999E-13 ; 8.76792E-14
Rh124 ; 0.0 ; 0.0
Pd99 ; 0.0 ; 0.0
Pd101 ; 0.0 ; 0.0
Pd102 ; 0.0 ; 0.0
Pd103 ; 0.0 ; 0.0
Pd104 ; 0.0 ; 0.0
Pd105 ; 0.0 ; 0.0
Pd106 ; 0.0 ; 0.0
Pd107 ; 0.0 ; 0.0
Pd107m ; 0.0 ; 0.0
Pd108 ; 0.0 ; 0.0
Pd109 ; 7.00994E-12 ; 4.48636E-12
Pd109m ; 1.55999E-11 ; 9.98391E-12
Pd110 ; 5.07996E-9 ; 3.25117E-9
Pd111 ; 5.16996E-8 ; 3.30877E-8
