Product ; High (14 MeV) ; High (14 MeV) ; Fast (500 keV) ; Fast (500 keV)
Product ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error
La141 ; 0.00349448 ; 0.00223647 ; 5.011E-4 ; 3.20704E-4
La142 ; 0.0101969 ; 0.003263 ; 0.00213156 ; 0.0013642
La143 ; 0.0139557 ; 0.00446582 ; 0.00918512 ; 0.00587847
La144 ; 0.0150497 ; 0.0048159 ; 0.0162954 ; 0.00521453
La145 ; 0.0126238 ; 0.00403963 ; 0.0213933 ; 0.00684584
La146 ; 0.00365727 ; 0.00234065 ; 0.00662247 ; 0.00423838
La146m ; 0.00365727 ; 0.00234065 ; 0.00662247 ; 0.00423838
La147 ; 0.00253382 ; 0.00162164 ; 0.00572697 ; 0.00366526
La148 ; 7.7371E-4 ; 4.95174E-4 ; 0.00134143 ; 8.58516E-4
La149 ; 1.2781E-4 ; 8.17984E-5 ; 3.2999E-4 ; 2.11194E-4
La150 ; 1.897E-5 ; 1.21408E-5 ; 3.134E-5 ; 2.00576E-5
La151 ; 1.87915E-6 ; 1.20266E-6 ; 1.79744E-6 ; 1.15036E-6
La152 ; 1.26E-7 ; 8.064E-8 ; 7.09001E-8 ; 4.5376E-8
La153 ; 5.91732E-9 ; 3.78709E-9 ; 2.26986E-9 ; 1.45271E-9
La154 ; 1.32E-10 ; 8.448E-11 ; 2.87E-11 ; 1.8368E-11
La155 ; 3.37447E-12 ; 2.15966E-12 ; 2.23269E-13 ; 1.42892E-13
La156 ;  ;  ; 2.93485E-15 ; 1.8783E-15
Ce135 ; 6.5E-13 ; 4.16E-13 ; 0.0 ; 0.0
Ce137 ; 1.86E-9 ; 1.1904E-9 ; 5.62E-14 ; 3.5968E-14
Ce138 ; 5.37E-8 ; 3.4368E-8 ; 1.01E-11 ; 6.464E-12
Ce139 ; 1.71E-7 ; 1.0944E-7 ; 1.93E-10 ; 1.2352E-10
Ce139m ; 7.78E-7 ; 4.9792E-7 ; 5.48E-10 ; 3.5072E-10
Ce140 ; 8.63E-6 ; 5.5232E-6 ; 4.27E-8 ; 2.7328E-8
Ce141 ; 7.258E-5 ; 4.64512E-5 ; 1.18E-6 ; 7.55201E-7
Ce142 ; 5.0607E-4 ; 3.23885E-4 ; 2.24E-5 ; 1.4336E-5
Ce143 ; 0.00161468 ; 0.0010334 ; 2.5601E-4 ; 1.63847E-4
Ce144 ; 0.00396159 ; 0.00253542 ; 0.00190276 ; 0.00121777
Ce145 ; 0.0074182 ; 0.00474765 ; 0.00594181 ; 0.00380276
Ce146 ; 0.00951154 ; 0.00608739 ; 0.0138259 ; 0.00442427
Ce147 ; 0.00732322 ; 0.00468686 ; 0.0129168 ; 0.00413337
Ce148 ; 0.00505032 ; 0.0032322 ; 0.0107641 ; 0.00344452
Ce149 ; 0.00188711 ; 0.00120775 ; 0.00576415 ; 0.00368906
Ce150 ; 6.636E-4 ; 4.24704E-4 ; 0.00214233 ; 0.00137109
Ce151 ; 1.5558E-4 ; 9.95712E-5 ; 3.0455E-4 ; 1.94912E-4
Ce152 ; 2.576E-5 ; 1.64864E-5 ; 5.119E-5 ; 3.27616E-5
Ce153 ; 3.11E-6 ; 1.9904E-6 ; 4.07E-6 ; 2.6048E-6
Ce154 ; 1.76E-7 ; 1.1264E-7 ; 2.23E-7 ; 1.4272E-7
Ce155 ; 9.48663E-9 ; 6.07144E-9 ; 8.10978E-9 ; 5.19026E-9
Ce156 ; 3.85E-10 ; 2.464E-10 ; 1.44997E-10 ; 9.27982E-11
Ce157 ; 9.34E-12 ; 5.9776E-12 ; 1.55E-12 ; 9.92001E-13
Ce158 ; 1.48E-13 ; 9.472E-14 ; 1.44E-14 ; 9.21601E-15
Ce159 ;  ;  ; 1.43031E-16 ; 9.15401E-17
Ce160 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pr139 ; 2.9E-10 ; 1.856E-10 ; 0.0 ; 0.0
Pr140 ; 6.75E-9 ; 4.32E-9 ; 5.11E-13 ; 3.2704E-13
Pr141 ; 1.48E-7 ; 9.472E-8 ; 6.27E-11 ; 4.0128E-11
Pr142 ; 1.29E-6 ; 8.256E-7 ; 1.67E-9 ; 1.0688E-9
Pr142m ; 1.29E-6 ; 8.256E-7 ; 1.67E-9 ; 1.0688E-9
Pr143 ; 2.031E-5 ; 1.29984E-5 ; 1.81E-7 ; 1.1584E-7
Pr144 ; 7.24E-6 ; 4.6336E-6 ; 3.37E-7 ; 2.1568E-7
Pr144m ; 1.134E-4 ; 7.2576E-5 ; 3.41E-6 ; 2.1824E-6
Pr145 ; 5.3409E-4 ; 3.41818E-4 ; 5.245E-5 ; 3.3568E-5
Pr146 ; 0.00157921 ; 0.00101069 ; 3.1423E-4 ; 2.01107E-4
Pr147 ; 0.00274083 ; 0.00175413 ; 0.00115524 ; 7.39354E-4
Pr148 ; 0.00209859 ; 0.0013431 ; 0.00105388 ; 6.7448E-4
Pr148m ; 0.00209859 ; 0.0013431 ; 0.00105388 ; 6.7448E-4
Pr149 ; 0.00340108 ; 0.00217669 ; 0.00387273 ; 0.00247855
Pr150 ; 0.00267253 ; 0.00171042 ; 0.00304368 ; 0.00194796
Pr151 ; 0.0013977 ; 8.94528E-4 ; 0.00156776 ; 0.00100337
Pr152 ; 5.4019E-4 ; 3.45722E-4 ; 6.0434E-4 ; 3.86778E-4
Pr153 ; 1.5974E-4 ; 1.02234E-4 ; 1.8199E-4 ; 1.16474E-4
Pr154 ; 2.207E-5 ; 1.41248E-5 ; 2.44E-5 ; 1.5616E-5
Pr155 ; 3.04E-6 ; 1.9456E-6 ; 3.61E-6 ; 2.3104E-6
Pr156 ; 3.11E-7 ; 1.9904E-7 ; 1.62E-7 ; 1.0368E-7
Pr157 ; 1.97E-8 ; 1.2608E-8 ; 7.30001E-9 ; 4.672E-9
Pr158 ; 8.04E-10 ; 5.1456E-10 ; 1.74E-10 ; 1.1136E-10
Pr159 ; 2.03E-11 ; 1.2992E-11 ; 2.28986E-12 ; 1.46551E-12
Pr160 ; 3.57E-13 ; 2.2848E-13 ; 2.29E-14 ; 1.4656E-14
Pr161 ;  ;  ; 1.83626E-16 ; 1.17521E-16
Pr162 ;  ;  ; 1.42289E-18 ; 9.10653E-19
Nd140 ; 4.68E-13 ; 2.9952E-13 ; 0.0 ; 0.0
Nd141 ; 2.71E-11 ; 1.7344E-11 ; 0.0 ; 0.0
Nd142 ; 1.22E-9 ; 7.808E-10 ; 6.97001E-14 ; 4.4608E-14
Nd143 ; 2.45E-8 ; 1.568E-8 ; 1.11E-11 ; 7.10401E-12
Nd144 ; 3.67E-7 ; 2.3488E-7 ; 1.12E-9 ; 7.16801E-10
Nd145 ; 4.04E-6 ; 2.5856E-6 ; 4.49E-8 ; 2.8736E-8
Nd146 ; 2.928E-5 ; 1.87392E-5 ; 1.26E-6 ; 8.06401E-7
Nd147 ; 1.2181E-4 ; 7.79584E-5 ; 1.23E-5 ; 7.87201E-6
Nd148 ; 4.363E-4 ; 2.79232E-4 ; 9.25101E-5 ; 5.92064E-5
Nd149 ; 7.901E-4 ; 5.05664E-4 ; 3.9134E-4 ; 2.50458E-4
Nd150 ; 0.00138917 ; 8.89069E-4 ; 0.00114768 ; 7.34516E-4
Nd151 ; 0.00157612 ; 0.00100872 ; 0.00126969 ; 8.12602E-4
Nd152 ; 0.00135153 ; 8.64979E-4 ; 0.0017134 ; 0.00109658
Nd153 ; 9.1864E-4 ; 5.8793E-4 ; 0.00104868 ; 6.71156E-4
Nd154 ; 2.9224E-4 ; 1.87034E-4 ; 5.0654E-4 ; 3.24186E-4
Nd155 ; 9.712E-5 ; 6.21568E-5 ; 1.6612E-4 ; 1.06317E-4
Nd156 ; 2.405E-5 ; 1.5392E-5 ; 2.865E-5 ; 1.8336E-5
Nd157 ; 3.85E-6 ; 2.464E-6 ; 3.11E-6 ; 1.9904E-6
Nd158 ; 3.94E-7 ; 2.5216E-7 ; 3.04E-7 ; 1.9456E-7
Nd159 ; 2.59E-8 ; 1.6576E-8 ; 1.01E-8 ; 6.464E-9
Nd160 ; 1.19E-9 ; 7.616E-10 ; 4.28E-10 ; 2.7392E-10
Nd161 ; 3.72E-11 ; 2.3808E-11 ; 6.66982E-12 ; 4.26869E-12
Nd162 ; 7.25E-13 ; 4.64E-13 ; 7.02986E-14 ; 4.49911E-14
Nd163 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nd164 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pm141 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pm143 ; 2.63E-12 ; 1.6832E-12 ; 0.0 ; 0.0
Pm144 ; 1.02E-10 ; 6.528E-11 ; 0.0 ; 0.0
Pm145 ; 2.87E-9 ; 1.8368E-9 ; 8.37001E-13 ; 5.3568E-13
Pm146 ; 5.29E-8 ; 3.3856E-8 ; 6.87E-11 ; 4.3968E-11
Pm147 ; 5.52E-7 ; 3.5328E-7 ; 3.12E-9 ; 1.9968E-9
Pm148 ; 8.81E-7 ; 5.6384E-7 ; 1.7E-8 ; 1.088E-8
Pm148m ; 4.01E-6 ; 2.5664E-6 ; 4.59E-8 ; 2.9376E-8
Pm149 ; 2.103E-5 ; 1.34592E-5 ; 1.12E-6 ; 7.16801E-7
Pm150 ; 8.776E-5 ; 5.61664E-5 ; 8.33001E-6 ; 5.3312E-6
Pm151 ; 2.2565E-4 ; 1.44416E-4 ; 3.719E-5 ; 2.38016E-5
Pm152 ; 1.45927E-4 ; 9.33931E-5 ; 3.85934E-5 ; 2.46998E-5
Pm152m ; 1.45927E-4 ; 9.33931E-5 ; 3.85934E-5 ; 2.46998E-5
Pm152n ; 1.45927E-4 ; 9.33931E-5 ; 3.85934E-5 ; 2.46998E-5
Pm153 ; 6.756E-4 ; 4.32384E-4 ; 2.452E-4 ; 1.56928E-4
Pm154 ; 2.3778E-4 ; 1.52179E-4 ; 1.225E-4 ; 7.84001E-5
Pm154m ; 2.3778E-4 ; 1.52179E-4 ; 1.225E-4 ; 7.84001E-5
Pm155 ; 3.5989E-4 ; 2.3033E-4 ; 2.6806E-4 ; 1.71559E-4
Pm156 ; 2.026E-4 ; 1.29664E-4 ; 9.51601E-5 ; 6.09024E-5
Pm157 ; 7.72E-5 ; 4.9408E-5 ; 3.693E-5 ; 2.36352E-5
Pm158 ; 1.887E-5 ; 1.20768E-5 ; 8.15001E-6 ; 5.216E-6
Pm159 ; 3.1E-6 ; 1.984E-6 ; 1.06E-6 ; 6.784E-7
Pm160 ; 3.64E-7 ; 2.3296E-7 ; 1.09E-7 ; 6.97601E-8
Pm161 ; 3.0E-8 ; 1.92E-8 ; 7.01001E-9 ; 4.4864E-9
Pm162 ; 1.57E-9 ; 1.0048E-9 ; 1.87E-10 ; 1.1968E-10
Pm163 ; 5.47E-11 ; 3.5008E-11 ; 3.76E-12 ; 2.4064E-12
Pm164 ; 1.24E-12 ; 7.936E-13 ; 6.15E-14 ; 3.936E-14
Pm165 ; 1.85E-14 ; 1.184E-14 ; 0.0 ; 0.0
Pm166 ;  ;  ; 1.92283E-18 ; 1.23061E-18
Sm143 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm143m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm144 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm145 ; 1.81E-13 ; 1.1584E-13 ; 0.0 ; 0.0
Sm146 ; 8.6E-12 ; 5.504E-12 ; 0.0 ; 0.0
Sm147 ; 2.31E-10 ; 1.4784E-10 ; 6.75E-14 ; 4.32E-14
Sm148 ; 5.23E-9 ; 3.3472E-9 ; 6.22E-12 ; 3.9808E-12
Sm149 ; 5.55E-8 ; 3.552E-8 ; 2.94E-10 ; 1.8816E-10
Sm150 ; 5.78E-7 ; 3.6992E-7 ; 9.78001E-9 ; 6.2592E-9
Sm151 ; 3.57E-6 ; 2.2848E-6 ; 1.16E-7 ; 7.42401E-8
Sm152 ; 1.666E-5 ; 1.06624E-5 ; 1.54E-6 ; 9.85601E-7
Sm153 ; 6.172E-5 ; 3.95008E-5 ; 7.66001E-6 ; 4.9024E-6
Sm154 ; 9.951E-5 ; 6.36864E-5 ; 2.94E-5 ; 1.8816E-5
Sm155 ; 1.7236E-4 ; 1.1031E-4 ; 6.88601E-5 ; 4.40704E-5
Sm156 ; 2.1493E-4 ; 1.37555E-4 ; 8.33201E-5 ; 5.33248E-5
Sm157 ; 1.8538E-4 ; 1.18643E-4 ; 6.487E-5 ; 4.15168E-5
Sm158 ; 1.0187E-4 ; 6.51968E-5 ; 4.805E-5 ; 3.0752E-5
Sm159 ; 3.929E-5 ; 2.51456E-5 ; 1.304E-5 ; 8.34561E-6
Sm160 ; 1.112E-5 ; 7.1168E-6 ; 4.88E-6 ; 3.1232E-6
Sm161 ; 2.32E-6 ; 1.4848E-6 ; 7.21001E-7 ; 4.6144E-7
Sm162 ; 3.13E-7 ; 2.0032E-7 ; 7.62001E-8 ; 4.8768E-8
Sm163 ; 2.87E-8 ; 1.8368E-8 ; 3.76E-9 ; 2.4064E-9
Sm164 ; 1.73E-9 ; 1.1072E-9 ; 2.64E-10 ; 1.6896E-10
Sm165 ; 6.99E-11 ; 4.4736E-11 ; 6.86E-12 ; 4.3904E-12
Sm166 ; 1.53E-12 ; 9.792E-13 ; 9.49981E-14 ; 6.07988E-14
Sm167 ; 4.98E-14 ; 3.1872E-14 ; 0.0 ; 0.0
Sm168 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm170 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Eu147 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Eu149 ; 1.33E-11 ; 8.512E-12 ; 0.0 ; 0.0
Eu151 ; 5.45E-9 ; 3.488E-9 ; 8.13001E-12 ; 5.2032E-12
Eu152 ; 2.13333E-8 ; 1.36533E-8 ; 9.80001E-11 ; 6.272E-11
Eu152m ; 2.13333E-8 ; 1.36533E-8 ; 9.80001E-11 ; 6.272E-11
Eu152n ; 2.13333E-8 ; 1.36533E-8 ; 9.80001E-11 ; 6.272E-11
Eu153 ; 6.03E-7 ; 3.8592E-7 ; 6.12E-9 ; 3.9168E-9
Eu154 ; 1.185E-6 ; 7.584E-7 ; 2.985E-8 ; 1.9104E-8
Eu154m ; 1.185E-6 ; 7.584E-7 ; 2.985E-8 ; 1.9104E-8
Eu155 ; 9.98E-6 ; 6.3872E-6 ; 5.57E-7 ; 3.5648E-7
Eu156 ; 2.887E-5 ; 1.84768E-5 ; 1.56E-6 ; 9.98401E-7
Eu157 ; 5.761E-5 ; 3.68704E-5 ; 4.44E-6 ; 2.8416E-6
Eu158 ; 7.047E-5 ; 4.51008E-5 ; 6.92001E-6 ; 4.4288E-6
Eu159 ; 6.137E-5 ; 3.92768E-5 ; 6.33E-6 ; 4.0512E-6
Eu160 ; 3.953E-5 ; 2.52992E-5 ; 4.75E-6 ; 3.04E-6
Eu161 ; 1.957E-5 ; 1.25248E-5 ; 2.38E-6 ; 1.5232E-6
Eu162 ; 6.43E-6 ; 4.1152E-6 ; 5.34E-7 ; 3.4176E-7
Eu163 ; 1.48E-6 ; 9.472E-7 ; 9.74001E-8 ; 6.2336E-8
Eu164 ; 2.27E-7 ; 1.4528E-7 ; 1.64E-8 ; 1.0496E-8
Eu165 ; 2.4E-8 ; 1.536E-8 ; 1.66E-9 ; 1.0624E-9
Eu166 ; 1.36E-9 ; 8.704E-10 ; 5.87E-11 ; 3.7568E-11
Eu167 ; 1.1E-10 ; 7.04E-11 ; 1.53E-12 ; 9.79201E-13
Eu168 ; 4.16E-12 ; 2.6624E-12 ; 3.49E-14 ; 2.2336E-14
Eu169 ; 1.38E-13 ; 8.832E-14 ; 0.0 ; 0.0
Eu170 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Eu171 ; 8.92511E-17 ; 5.71207E-17 ;  ; 
Gd147 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Gd149 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Gd151 ; 7.48E-13 ; 4.7872E-13 ; 0.0 ; 0.0
Gd152 ; 2.26E-11 ; 1.4464E-11 ; 0.0 ; 0.0
Gd153 ; 5.58E-10 ; 3.5712E-10 ; 4.27E-13 ; 2.7328E-13
Gd154 ; 5.55E-9 ; 3.552E-9 ; 1.83E-11 ; 1.1712E-11
Gd155 ; 5.99E-8 ; 3.8336E-8 ; 4.34E-10 ; 2.7776E-10
Gd156 ; 4.26E-7 ; 2.7264E-7 ; 5.04E-9 ; 3.2256E-9
Gd157 ; 2.1E-6 ; 1.344E-6 ; 3.51E-8 ; 2.2464E-8
Gd158 ; 6.03E-6 ; 3.8592E-6 ; 2.15E-7 ; 1.376E-7
Gd159 ; 1.231E-5 ; 7.8784E-6 ; 4.48E-7 ; 2.8672E-7
Gd160 ; 1.817E-5 ; 1.16288E-5 ; 1.21E-6 ; 7.74401E-7
Gd161 ; 2.076E-5 ; 1.32864E-5 ; 1.25E-6 ; 8.00001E-7
Gd162 ; 1.575E-5 ; 1.008E-5 ; 9.42001E-7 ; 6.0288E-7
Gd163 ; 8.48E-6 ; 5.4272E-6 ; 3.46E-7 ; 2.2144E-7
Gd164 ; 3.15E-6 ; 2.016E-6 ; 2.06E-7 ; 1.3184E-7
Gd165 ; 8.2E-7 ; 5.248E-7 ; 4.37E-8 ; 2.7968E-8
Gd166 ; 1.15E-7 ; 7.36E-8 ; 5.99E-9 ; 3.8336E-9
Gd167 ; 2.25E-8 ; 1.44E-8 ; 3.69E-10 ; 2.3616E-10
Gd168 ; 2.13E-9 ; 1.3632E-9 ; 3.42E-11 ; 2.1888E-11
Gd169 ; 1.76E-10 ; 1.1264E-10 ; 1.46E-12 ; 9.34401E-13
Gd170 ; 7.61E-12 ; 4.8704E-12 ; 3.77E-14 ; 2.4128E-14
Gd171 ; 2.50911E-13 ; 1.60583E-13 ; 0.0 ; 0.0
Gd172 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tb151 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tb153 ; 4.59E-14 ; 2.9376E-14 ; 0.0 ; 0.0
Tb155 ; 3.34E-11 ; 2.1376E-11 ; 0.0 ; 0.0
Tb156 ; 5.7E-10 ; 3.648E-10 ; 2.01E-13 ; 1.2864E-13
Tb156m ; 3.64E-11 ; 2.3296E-11 ; 1.99E-14 ; 1.2736E-14
Tb157 ; 7.7E-9 ; 4.928E-9 ; 6.54E-12 ; 4.1856E-12
Tb158 ; 5.17E-8 ; 3.3088E-8 ; 9.21001E-11 ; 5.8944E-11
Tb158m ; 3.3E-9 ; 2.112E-9 ; 9.11001E-12 ; 5.8304E-12
Tb159 ; 2.8E-7 ; 1.792E-7 ; 8.66001E-10 ; 5.5424E-10
Tb160 ; 1.01E-6 ; 6.464E-7 ; 5.65E-9 ; 3.616E-9
Tb161 ; 2.79E-6 ; 1.7856E-6 ; 2.28E-8 ; 1.4592E-8
Tb162 ; 2.5E-6 ; 1.6E-6 ; 1.91E-8 ; 1.2224E-8
Tb162m ; 2.5E-6 ; 1.6E-6 ; 1.91E-8 ; 1.2224E-8
Tb163 ; 6.24E-6 ; 3.9936E-6 ; 4.96E-8 ; 3.1744E-8
Tb164 ; 5.33E-6 ; 3.4112E-6 ; 6.18E-8 ; 3.9552E-8
Tb165 ; 3.24E-6 ; 2.0736E-6 ; 4.27E-8 ; 2.7328E-8
Tb166 ; 1.06E-6 ; 6.784E-7 ; 1.22E-8 ; 7.80801E-9
Tb167 ; 4.73E-7 ; 3.0272E-7 ; 2.62E-9 ; 1.6768E-9
Tb168 ; 1.07E-7 ; 6.848E-8 ; 5.33E-10 ; 3.4112E-10
Tb169 ; 2.1E-8 ; 1.344E-8 ; 8.73001E-11 ; 5.5872E-11
Tb170 ; 2.22E-9 ; 1.4208E-9 ; 5.4E-12 ; 3.456E-12
Tb171 ; 1.8E-10 ; 1.152E-10 ; 3.61E-13 ; 2.3104E-13
Tb172 ; 1.58E-11 ; 1.0112E-11 ; 0.0 ; 0.0
Dy155 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Dy156 ; 7.73E-14 ; 4.9472E-14 ; 0.0 ; 0.0
Dy157 ; 2.59E-12 ; 1.6576E-12 ; 0.0 ; 0.0
Dy158 ; 4.74E-11 ; 3.0336E-11 ; 0.0 ; 0.0
Dy159 ; 6.26E-10 ; 4.0064E-10 ; 1.51E-13 ; 9.66401E-14
Dy160 ; 5.77E-9 ; 3.6928E-9 ; 4.17E-12 ; 2.6688E-12
Dy161 ; 4.12E-8 ; 2.6368E-8 ; 4.21E-11 ; 2.6944E-11
Dy162 ; 1.86E-7 ; 1.1904E-7 ; 2.89E-10 ; 1.8496E-10
Dy163 ; 5.7E-7 ; 3.648E-7 ; 8.95001E-10 ; 5.728E-10
Dy164 ; 1.16E-6 ; 7.424E-7 ; 4.39E-9 ; 2.8096E-9
Dy165 ; 1.53E-6 ; 9.792E-7 ; 5.7E-9 ; 3.648E-9
Dy165m ; 1.15E-7 ; 7.36E-8 ; 7.77001E-10 ; 4.9728E-10
Dy166 ; 1.22E-6 ; 7.808E-7 ; 6.58E-9 ; 4.2112E-9
Dy167 ; 1.18E-6 ; 7.552E-7 ; 2.86E-9 ; 1.8304E-9
Dy168 ; 6.03E-7 ; 3.8592E-7 ; 1.94E-9 ; 1.2416E-9
Dy169 ; 2.67E-7 ; 1.7088E-7 ; 6.52E-10 ; 4.1728E-10
Dy170 ; 6.48E-8 ; 4.1472E-8 ; 1.43E-10 ; 9.15201E-11
Dy171 ; 1.24E-8 ; 7.936E-9 ; 2.15E-11 ; 1.376E-11
Dy172 ; 2.63E-9 ; 1.6832E-9 ; 1.2E-12 ; 7.68001E-13
Ho159 ; 1.18E-13 ; 7.552E-14 ; 0.0 ; 0.0
Ho159m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ho161 ; 5.45E-11 ; 3.488E-11 ; 0.0 ; 0.0
Ho161m ; 4.1E-12 ; 2.624E-12 ; 0.0 ; 0.0
Ho162 ; 1.26E-10 ; 8.064E-11 ; 0.0 ; 0.0
Ho162m ; 5.73E-10 ; 3.6672E-10 ; 2.22E-14 ; 1.4208E-14
Ho163 ; 5.18E-9 ; 3.3152E-9 ; 3.5E-13 ; 2.24E-13
Ho163m ; 3.9E-10 ; 2.496E-10 ; 4.78E-14 ; 3.0592E-14
Ho164 ; 5.21E-9 ; 3.3344E-9 ; 1.35E-12 ; 8.64001E-13
Ho164m ; 2.37E-8 ; 1.5168E-8 ; 3.66E-12 ; 2.3424E-12
Ho165 ; 1.02E-7 ; 6.528E-8 ; 2.9E-11 ; 1.856E-11
Ho166 ; 3.2E-8 ; 2.048E-8 ; 1.93E-11 ; 1.2352E-11
Ho166m ; 1.46E-7 ; 9.344E-8 ; 5.23E-11 ; 3.3472E-11
Ho167 ; 3.83E-7 ; 2.4512E-7 ; 1.17E-10 ; 7.48801E-11
Ho168 ; 4.35E-7 ; 2.784E-7 ; 1.71E-10 ; 1.0944E-10
Ho169 ; 4.17E-7 ; 2.6688E-7 ; 1.96E-10 ; 1.2544E-10
Ho170 ; 1.1E-7 ; 7.04E-8 ; 4.33E-11 ; 2.7712E-11
Ho170m ; 1.1E-7 ; 7.04E-8 ; 4.33E-11 ; 2.7712E-11
Ho171 ; 9.39E-8 ; 6.0096E-8 ; 4.35E-11 ; 2.784E-11
Ho172 ; 4.52E-8 ; 2.8928E-8 ; 5.05E-12 ; 3.232E-12
Er161 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Er162 ; 2.41E-13 ; 1.5424E-13 ; 0.0 ; 0.0
Er163 ; 5.15E-12 ; 3.296E-12 ; 0.0 ; 0.0
Er164 ; 7.11E-11 ; 4.5504E-11 ; 0.0 ; 0.0
Er165 ; 6.56E-10 ; 4.1984E-10 ; 1.22E-14 ; 7.80801E-15
Er166 ; 2.88E-9 ; 1.8432E-9 ; 1.29E-13 ; 8.25601E-14
Er167 ; 1.36E-8 ; 8.704E-9 ; 4.6E-13 ; 2.944E-13
Er167m ; 1.02E-9 ; 6.528E-10 ; 6.27E-14 ; 4.0128E-14
Er168 ; 3.89E-8 ; 2.4896E-8 ; 3.06E-12 ; 1.9584E-12
Er169 ; 8.37E-8 ; 5.3568E-8 ; 8.16001E-12 ; 5.2224E-12
Er170 ; 9.75E-8 ; 6.24E-8 ; 1.33E-11 ; 8.51201E-12
Er171 ; 9.0E-8 ; 5.76E-8 ; 1.41E-11 ; 9.02401E-12
Er172 ; 9.41E-8 ; 6.0224E-8 ; 5.54E-12 ; 3.5456E-12
Tm165 ; 3.94E-13 ; 2.5216E-13 ; 0.0 ; 0.0
Tm166 ; 4.5E-12 ; 2.88E-12 ; 0.0 ; 0.0
Tm167 ; 5.61E-11 ; 3.5904E-11 ; 0.0 ; 0.0
Tm168 ; 3.71E-10 ; 2.3744E-10 ; 0.0 ; 0.0
Tm169 ; 1.9E-9 ; 1.216E-9 ; 0.0 ; 0.0
Tm170 ; 5.17E-9 ; 3.3088E-9 ; 3.53E-14 ; 2.2592E-14
Tm171 ; 1.09E-8 ; 6.976E-9 ; 1.48E-13 ; 9.47201E-14
Tm172 ; 2.53E-8 ; 1.6192E-8 ; 1.33E-13 ; 8.51201E-14
Yb166 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Yb167 ; 1.98E-14 ; 1.2672E-14 ; 0.0 ; 0.0
Yb168 ; 3.35E-13 ; 2.144E-13 ; 0.0 ; 0.0
Yb169 ; 3.95E-12 ; 2.528E-12 ; 0.0 ; 0.0
Yb169m ; 2.98E-13 ; 1.9072E-13 ; 0.0 ; 0.0
Yb170 ; 2.83E-11 ; 1.8112E-11 ; 0.0 ; 0.0
Yb171 ; 1.43E-10 ; 9.152E-11 ; 0.0 ; 0.0
Yb172 ; 7.87E-10 ; 5.0368E-10 ; 0.0 ; 0.0
Lu169 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Lu169m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Lu171 ; 9.04E-14 ; 5.7856E-14 ; 0.0 ; 0.0
Lu171m ; 9.04E-14 ; 5.7856E-14 ; 0.0 ; 0.0
Lu172 ; 1.23E-12 ; 7.872E-13 ; 0.0 ; 0.0
Lu172m ; 1.23E-12 ; 7.872E-13 ; 0.0 ; 0.0
Hf171 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Hf172 ; 0.0 ; 0.0 ; 0.0 ; 0.0
