Product ; Th227  Thermal (0.0253 eV) ; Th227  Thermal (0.0253 eV) ; Th229  Thermal (0.0253 eV) ; Th229  Thermal (0.0253 eV) ; Th232  Fast (500 keV) ; Th232  Fast (500 keV) ; Th232  High (14 MeV) ; Th232  High (14 MeV)
Product ;  ;  ;  ;  ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error ; Yield ; Error ; Yield ; Error
Tc101 ; 3.01E-14 ; 1.9264E-14 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.87E-8 ; 1.1968E-8
Tc102 ; 1.98E-13 ; 1.2672E-13 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.15E-7 ; 7.36E-8
Tc102m ; 1.98E-13 ; 1.2672E-13 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.15E-7 ; 7.36E-8
Tc103 ; 1.67E-11 ; 1.0688E-11 ; 1.80001E-13 ; 1.15201E-13 ; 1.64996E-14 ; 1.05598E-14 ; 2.55E-6 ; 1.632E-6
Tc104 ; 1.27E-6 ; 8.12801E-7 ; 2.98002E-8 ; 1.90721E-8 ; 4.3499E-13 ; 2.78394E-13 ; 2.319E-5 ; 1.48416E-5
Tc105 ; 2.515E-5 ; 1.6096E-5 ; 4.80003E-7 ; 3.07202E-7 ; 1.05998E-11 ; 6.78385E-12 ; 1.5754E-4 ; 1.00826E-4
Tc106 ; 6.42501E-5 ; 4.112E-5 ; 2.77001E-6 ; 1.77281E-6 ; 9.82978E-7 ; 6.29106E-7 ; 7.214E-4 ; 4.61696E-4
Tc107 ; 2.0755E-4 ; 1.32832E-4 ; 1.33501E-5 ; 8.54404E-6 ; 1.30797E-5 ; 8.37101E-6 ; 0.00221633 ; 0.00141845
Tc108 ; 1.8233E-4 ; 1.16691E-4 ; 2.47801E-5 ; 1.58593E-5 ; 7.43083E-5 ; 4.75573E-5 ; 0.00464964 ; 0.00297577
Tc109 ; 1.516E-4 ; 9.70241E-5 ; 4.88803E-5 ; 3.12834E-5 ; 2.57854E-4 ; 1.65027E-4 ; 0.00766076 ; 0.00490289
Tc110 ; 4.479E-5 ; 2.86656E-5 ; 2.43301E-5 ; 1.55713E-5 ; 4.05911E-4 ; 2.59783E-4 ; 0.00820825 ; 0.00525328
Tc111 ; 2.169E-5 ; 1.38816E-5 ; 1.55601E-5 ; 9.95845E-6 ; 3.56702E-4 ; 2.28289E-4 ; 0.00620161 ; 0.00396903
Tc112 ; 1.59E-6 ; 1.0176E-6 ; 2.49001E-6 ; 1.59361E-6 ; 1.55806E-4 ; 9.97162E-5 ; 0.00429871 ; 0.00275117
Tc113 ; 2.07917E-7 ; 1.33067E-7 ; 4.06622E-7 ; 2.60238E-7 ; 4.67145E-5 ; 2.98973E-5 ; 0.00162628 ; 0.00104082
Tc114 ; 3.21E-9 ; 2.0544E-9 ; 1.84001E-8 ; 1.17761E-8 ; 6.32986E-6 ; 4.05111E-6 ; 4.8791E-4 ; 3.12262E-4
Tc115 ; 9.82614E-11 ; 6.28873E-11 ; 7.74742E-10 ; 4.95835E-10 ; 1.01949E-6 ; 6.52473E-7 ; 7.43158E-5 ; 4.75621E-5
Tc116 ; 5.88001E-13 ; 3.7632E-13 ; 8.22004E-12 ; 5.26083E-12 ; 3.87991E-8 ; 2.48314E-8 ; 1.691E-5 ; 1.08224E-5
Tc117 ; 4.61027E-15 ; 2.95057E-15 ; 1.10967E-13 ; 7.1019E-14 ; 1.21014E-9 ; 7.74492E-10 ; 7.46023E-7 ; 4.77455E-7
Tc118 ; 8.50397E-17 ; 5.44254E-17 ; 1.897E-15 ; 1.21408E-15 ; 8.15634E-11 ; 5.22006E-11 ; 1.26242E-7 ; 8.07947E-8
Tc119 ;  ;  ;  ;  ; 1.43459E-13 ; 9.18137E-14 ; 1.94312E-8 ; 1.2436E-8
Tc120 ;  ;  ;  ;  ; 4.40099E-15 ; 2.81664E-15 ; 1.6971E-10 ; 1.08615E-10
Tc121 ;  ;  ;  ;  ; 2.98538E-16 ; 1.91065E-16 ; 2.29805E-11 ; 1.47075E-11
Tc122 ;  ;  ;  ;  ;  ;  ; 1.42672E-12 ; 9.131E-13
Ru95 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru96 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru97 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru98 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru99 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ru100 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.55E-13 ; 9.92E-14
Ru101 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.46E-12 ; 9.344E-13
Ru102 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 4.62E-11 ; 2.9568E-11
Ru103 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.42E-9 ; 9.088E-10
Ru104 ; 7.59001E-10 ; 4.8576E-10 ; 4.39002E-11 ; 2.80961E-11 ; 0.0 ; 0.0 ; 3.53E-8 ; 2.2592E-8
Ru105 ; 5.08E-8 ; 3.2512E-8 ; 2.04001E-9 ; 1.30561E-9 ; 0.0 ; 0.0 ; 6.46E-7 ; 4.1344E-7
Ru106 ; 1.21E-6 ; 7.74401E-7 ; 8.50004E-8 ; 5.44003E-8 ; 6.48985E-10 ; 4.15351E-10 ; 7.82E-6 ; 5.0048E-6
Ru107 ; 1.159E-5 ; 7.41761E-6 ; 1.04001E-6 ; 6.65603E-7 ; 3.77991E-8 ; 2.41915E-8 ; 5.763E-5 ; 3.68832E-5
Ru108 ; 7.88801E-5 ; 5.04832E-5 ; 1.18301E-5 ; 7.57124E-6 ; 1.22997E-6 ; 7.87182E-7 ; 3.2753E-4 ; 2.09619E-4
Ru109 ; 7.56401E-5 ; 4.84096E-5 ; 2.53801E-5 ; 1.62433E-5 ; 7.95482E-6 ; 5.09109E-6 ; 6.5573E-4 ; 4.19667E-4
Ru109m ; 7.56401E-5 ; 4.84096E-5 ; 2.53801E-5 ; 1.62433E-5 ; 7.95482E-6 ; 5.09109E-6 ; 6.5573E-4 ; 4.19667E-4
Ru110 ; 2.9555E-4 ; 1.89152E-4 ; 1.36071E-4 ; 8.70853E-5 ; 1.17137E-4 ; 7.49679E-5 ; 0.00324891 ; 0.0020793
Ru111 ; 3.1944E-4 ; 2.04442E-4 ; 1.81591E-4 ; 1.16218E-4 ; 3.11513E-4 ; 1.99368E-4 ; 0.0055798 ; 0.00357107
Ru112 ; 1.799E-4 ; 1.15136E-4 ; 1.63661E-4 ; 1.04743E-4 ; 5.59367E-4 ; 3.57995E-4 ; 0.00821101 ; 0.00369495
Ru113 ; 6.27401E-5 ; 4.01536E-5 ; 6.23803E-5 ; 3.99234E-5 ; 5.01609E-4 ; 3.2103E-4 ; 0.00810885 ; 0.00518966
Ru114 ; 8.32001E-6 ; 5.3248E-6 ; 1.89001E-5 ; 1.20961E-5 ; 2.96903E-4 ; 1.90018E-4 ; 0.00552624 ; 0.00353679
Ru115 ; 5.58902E-7 ; 3.57697E-7 ; 1.78923E-6 ; 1.14511E-6 ; 9.96177E-5 ; 6.37553E-5 ; 0.00287584 ; 0.00184054
Ru116 ; 3.66E-8 ; 2.3424E-8 ; 1.47001E-7 ; 9.40805E-8 ; 2.37795E-5 ; 1.52189E-5 ; 0.00113532 ; 7.26605E-4
Ru117 ; 1.12E-9 ; 7.16798E-10 ; 7.09993E-9 ; 4.54395E-9 ; 3.38871E-6 ; 2.16878E-6 ; 3.65524E-4 ; 2.33935E-4
Ru118 ; 2.80999E-11 ; 1.7984E-11 ; 1.63999E-10 ; 1.04959E-10 ; 2.68912E-7 ; 1.72104E-7 ; 6.18537E-5 ; 3.95864E-5
Ru119 ; 2.09E-13 ; 1.3376E-13 ; 1.08001E-12 ; 6.91204E-13 ; 1.33996E-8 ; 8.57571E-9 ; 9.52056E-6 ; 6.09316E-6
Ru120 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 4.83985E-10 ; 3.0975E-10 ; 1.17983E-6 ; 7.55091E-7
Ru121 ; 1.47559E-17 ; 9.44379E-18 ; 4.82379E-17 ; 3.08723E-17 ; 2.78845E-11 ; 1.78461E-11 ; 1.59761E-7 ; 1.02247E-7
Ru122 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 4.4299E-14 ; 2.83514E-14 ; 9.91857E-9 ; 6.34789E-9
Ru123 ;  ;  ;  ;  ; 4.01416E-16 ; 2.56906E-16 ; 3.07208E-10 ; 1.96613E-10
Ru124 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.21E-11 ; 2.0544E-11
Ru125 ;  ;  ;  ;  ;  ;  ; 4.94122E-12 ; 3.16238E-12
Rh99 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rh101 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rh101m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rh102 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rh102m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rh103 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Rh103m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 4.52E-14 ; 2.8928E-14
Rh104 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 5.58E-13 ; 3.5712E-13
Rh104m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.16E-12 ; 2.0224E-12
Rh105 ; 5.42E-13 ; 3.4688E-13 ; 3.28002E-14 ; 2.09921E-14 ; 0.0 ; 0.0 ; 1.85E-10 ; 1.184E-10
Rh105m ; 8.10001E-14 ; 5.184E-14 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.39E-11 ; 8.896E-12
Rh106 ; 2.32E-11 ; 1.4848E-11 ; 2.34001E-12 ; 1.49761E-12 ; 0.0 ; 0.0 ; 3.18E-9 ; 2.0352E-9
Rh106m ; 2.32E-11 ; 1.4848E-11 ; 2.34001E-12 ; 1.49761E-12 ; 0.0 ; 0.0 ; 3.18E-9 ; 2.0352E-9
Rh107 ; 4.96E-9 ; 3.1744E-9 ; 4.12002E-10 ; 2.63681E-10 ; 2.30995E-12 ; 1.47837E-12 ; 1.26E-7 ; 8.064E-8
Rh108 ; 5.25E-8 ; 3.36E-8 ; 6.35003E-9 ; 4.06402E-9 ; 1.70996E-10 ; 1.09438E-10 ; 9.63E-7 ; 6.1632E-7
Rh108m ; 5.25E-8 ; 3.36E-8 ; 6.35003E-9 ; 4.06402E-9 ; 1.70996E-10 ; 1.09438E-10 ; 9.63E-7 ; 6.1632E-7
Rh109 ; 8.79001E-7 ; 5.6256E-7 ; 1.82001E-7 ; 1.16481E-7 ; 1.29997E-8 ; 8.31981E-9 ; 1.012E-5 ; 6.4768E-6
Rh109m ; 8.79001E-7 ; 5.6256E-7 ; 1.82001E-7 ; 1.16481E-7 ; 1.29997E-8 ; 8.31981E-9 ; 1.012E-5 ; 6.4768E-6
Rh110 ; 4.48E-6 ; 2.8672E-6 ; 1.17001E-6 ; 7.48804E-7 ; 3.86991E-7 ; 2.47674E-7 ; 6.261E-5 ; 4.00704E-5
Rh110m ; 4.48E-6 ; 2.8672E-6 ; 1.17001E-6 ; 7.48804E-7 ; 3.86991E-7 ; 2.47674E-7 ; 6.261E-5 ; 4.00704E-5
Rh111 ; 6.61501E-5 ; 4.2336E-5 ; 1.78501E-5 ; 1.14241E-5 ; 1.03898E-5 ; 6.64945E-6 ; 5.217E-4 ; 3.33888E-4
Rh112 ; 8.19101E-5 ; 5.24224E-5 ; 3.25702E-5 ; 2.08449E-5 ; 6.20586E-5 ; 3.97175E-5 ; 0.00185877 ; 0.00118961
Rh113 ; 1.8407E-4 ; 1.17805E-4 ; 6.52503E-5 ; 4.17602E-5 ; 2.23435E-4 ; 1.42998E-4 ; 0.00417422 ; 0.0026715
Rh114 ; 5.736E-5 ; 3.67104E-5 ; 4.32102E-5 ; 2.76545E-5 ; 3.70592E-4 ; 2.37179E-4 ; 0.00648109 ; 0.0041479
Rh115 ; 2.917E-5 ; 1.86688E-5 ; 2.38201E-5 ; 1.52449E-5 ; 4.6238E-4 ; 2.95923E-4 ; 0.00785698 ; 0.00502847
Rh116 ; 4.83E-6 ; 3.0912E-6 ; 4.65002E-6 ; 2.97602E-6 ; 2.82964E-4 ; 1.81097E-4 ; 0.00685396 ; 0.00438653
Rh117 ; 1.18E-6 ; 7.55201E-7 ; 1.52001E-6 ; 9.72805E-7 ; 1.49707E-4 ; 9.58122E-5 ; 0.00525844 ; 0.0033654
Rh118 ; 7.53001E-8 ; 4.8192E-8 ; 9.16005E-8 ; 5.86243E-8 ; 3.56692E-5 ; 2.28283E-5 ; 0.00207558 ; 0.00132837
Rh119 ; 4.53E-9 ; 2.8992E-9 ; 4.06002E-9 ; 2.59841E-9 ; 7.48983E-6 ; 4.79349E-6 ; 7.6416E-4 ; 4.89062E-4
Rh120 ; 7.05001E-11 ; 4.512E-11 ; 6.23003E-11 ; 3.98722E-11 ; 8.46981E-7 ; 5.42068E-7 ; 2.1855E-4 ; 1.39872E-4
Rh121 ; 1.57999E-12 ; 1.01119E-12 ; 1.42996E-12 ; 9.15174E-13 ; 5.22709E-8 ; 3.34534E-8 ; 5.24002E-5 ; 3.35361E-5
Rh122 ; 0.0 ; 0.0 ; 1.14001E-14 ; 7.29604E-15 ; 1.27997E-9 ; 8.19182E-10 ; 9.55E-6 ; 6.112E-6
Rh123 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.5099E-11 ; 1.60634E-11 ; 1.42969E-6 ; 9.15003E-7
Rh124 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.37995E-13 ; 1.52317E-13 ; 1.62E-7 ; 1.0368E-7
Rh125 ;  ;  ;  ;  ; 2.13047E-15 ; 1.3635E-15 ; 2.29956E-8 ; 1.47172E-8
Rh126 ;  ;  ;  ;  ;  ;  ; 3.06342E-10 ; 1.96059E-10
Rh127 ;  ;  ;  ;  ;  ;  ; 3.48205E-11 ; 2.22851E-11
Rh128 ;  ;  ;  ;  ;  ;  ; 1.79778E-12 ; 1.15058E-12
Pd99 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd101 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd102 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd103 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd104 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd105 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pd106 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.51E-13 ; 2.2464E-13
Pd107 ; 7.07001E-14 ; 4.5248E-14 ; 1.79001E-14 ; 1.14561E-14 ; 0.0 ; 0.0 ; 4.09E-12 ; 2.6176E-12
Pd107m ; 1.31E-13 ; 8.38401E-14 ; 3.33002E-14 ; 2.13121E-14 ; 0.0 ; 0.0 ; 1.54E-11 ; 9.856E-12
Pd108 ; 4.34E-11 ; 2.7776E-11 ; 1.18001E-11 ; 7.55204E-12 ; 0.0 ; 0.0 ; 8.2E-10 ; 5.248E-10
Pd109 ; 8.32001E-10 ; 5.3248E-10 ; 3.33002E-10 ; 2.13121E-10 ; 6.17986E-13 ; 3.95511E-13 ; 4.96E-9 ; 3.1744E-9
Pd109m ; 1.55E-9 ; 9.92001E-10 ; 6.18003E-10 ; 3.95522E-10 ; 1.36997E-12 ; 8.7678E-13 ; 1.87E-8 ; 1.1968E-8
Pd110 ; 1.15E-7 ; 7.36001E-8 ; 4.32002E-8 ; 2.76481E-8 ; 3.60992E-10 ; 2.31035E-10 ; 3.86E-7 ; 2.4704E-7
Pd111 ; 8.38001E-7 ; 5.3632E-7 ; 3.00002E-7 ; 1.92001E-7 ; 6.19986E-9 ; 3.96791E-9 ; 8.76E-7 ; 5.6064E-7
Pd111m ; 1.56E-6 ; 9.98401E-7 ; 5.57003E-7 ; 3.56482E-7 ; 1.37997E-8 ; 8.8318E-9 ; 3.29E-6 ; 2.1056E-6
Pd112 ; 2.371E-5 ; 1.51744E-5 ; 9.59005E-6 ; 6.13763E-6 ; 6.52985E-7 ; 4.17911E-7 ; 3.925E-5 ; 2.512E-5
Pd113 ; 1.1911E-4 ; 7.62305E-5 ; 4.18202E-5 ; 2.67649E-5 ; 8.16982E-6 ; 5.22868E-6 ; 2.1619E-4 ; 1.38362E-4
Pd114 ; 2.3317E-4 ; 1.49229E-4 ; 1.51171E-4 ; 9.67493E-5 ; 6.01686E-5 ; 3.85079E-5 ; 8.0254E-4 ; 5.13626E-4
Pd115 ; 2.4297E-4 ; 1.55501E-4 ; 1.63141E-4 ; 1.0441E-4 ; 2.03885E-4 ; 1.30487E-4 ; 0.00225224 ; 0.00144143
Pd116 ; 2.5241E-4 ; 1.61543E-4 ; 1.68871E-4 ; 1.08077E-4 ; 4.13751E-4 ; 2.648E-4 ; 0.00442595 ; 0.00283261
Pd117 ; 1.408E-4 ; 9.01121E-5 ; 1.24321E-4 ; 7.95652E-5 ; 5.09698E-4 ; 3.26207E-4 ; 0.00745423 ; 0.00477071
Pd118 ; 6.21401E-5 ; 3.97696E-5 ; 4.58302E-5 ; 2.93314E-5 ; 4.314E-4 ; 2.76096E-4 ; 0.00662613 ; 0.00424072
Pd119 ; 9.39001E-6 ; 6.00961E-6 ; 4.89003E-6 ; 3.12962E-6 ; 2.40075E-4 ; 1.53648E-4 ; 0.00542259 ; 0.00347046
Pd120 ; 1.15E-6 ; 7.36001E-7 ; 4.88003E-7 ; 3.12322E-7 ; 1.06198E-4 ; 6.79665E-5 ; 0.00337051 ; 0.00215713
Pd121 ; 7.10001E-8 ; 4.544E-8 ; 2.88002E-8 ; 1.84321E-8 ; 2.07995E-5 ; 1.33117E-5 ; 0.00176018 ; 0.00112652
Pd122 ; 2.1E-9 ; 1.344E-9 ; 1.50001E-9 ; 9.60005E-10 ; 2.32995E-6 ; 1.49117E-6 ; 6.9147E-4 ; 4.42541E-4
Pd123 ; 2.96E-11 ; 1.8944E-11 ; 2.36001E-11 ; 1.51041E-11 ; 1.54997E-7 ; 9.91978E-8 ; 2.283E-4 ; 1.46112E-4
Pd124 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 7.27984E-9 ; 4.65909E-9 ; 5.733E-5 ; 3.66912E-5
Pd125 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.98993E-10 ; 1.27356E-10 ; 1.1267E-5 ; 7.21088E-6
Pd126 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.12969E-6 ; 1.363E-6
Pd127 ;  ;  ;  ;  ; 0.0 ; 0.0 ; 2.42073E-7 ; 1.54927E-7
Pd128 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.24982E-8 ; 7.99885E-9
Pd129 ;  ;  ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 9.25877E-11 ; 5.92562E-11
Pd130 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.85E-11 ; 2.464E-11
Pd131 ;  ;  ;  ;  ; 3.1058E-14 ; 1.98771E-14 ; 5.85594E-12 ; 3.7478E-12
Ag103 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag105 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag105m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag106 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag106m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag107 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag107m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ag108 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.18E-14 ; 7.552E-15
Ag108m ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 1.18E-14 ; 7.552E-15
Ag109 ; 1.025E-14 ; 6.56001E-15 ; 5.25003E-15 ; 3.36002E-15 ; 0.0 ; 0.0 ; 8.95E-13 ; 5.728E-13
Ag109m ; 1.025E-14 ; 6.56001E-15 ; 5.25003E-15 ; 3.36002E-15 ; 0.0 ; 0.0 ; 8.95E-13 ; 5.728E-13
Ag110 ; 9.56001E-13 ; 6.11841E-13 ; 4.15002E-13 ; 2.65601E-13 ; 0.0 ; 0.0 ; 1.51E-11 ; 9.664E-12
Ag110m ; 2.23E-12 ; 1.4272E-12 ; 9.68005E-13 ; 6.19523E-13 ; 0.0 ; 0.0 ; 1.42E-6 ; 9.088E-7
Ag111 ; 8.27001E-11 ; 5.2928E-11 ; 2.63001E-11 ; 1.68321E-11 ; 9.61978E-14 ; 6.15666E-14 ; 1.96E-10 ; 1.2544E-10
Ag111m ; 5.53E-10 ; 3.5392E-10 ; 1.76001E-10 ; 1.12641E-10 ; 7.05984E-13 ; 4.5183E-13 ; 2.25E-9 ; 1.44E-9
Ag112 ; 1.99E-8 ; 1.2736E-8 ; 5.91003E-9 ; 3.78242E-9 ; 1.25997E-10 ; 8.06382E-11 ; 1.0312E-4 ; 3.29984E-5
Ag113 ; 1.09E-7 ; 6.97601E-8 ; 2.25001E-8 ; 1.44001E-8 ; 8.9798E-10 ; 5.74707E-10 ; 7.27E-8 ; 4.6528E-8
Ag113m ; 7.26001E-7 ; 4.6464E-7 ; 1.51001E-7 ; 9.66405E-8 ; 6.58985E-9 ; 4.2175E-9 ; 8.36E-7 ; 5.3504E-7
Ag114 ; 4.15E-6 ; 2.656E-6 ; 1.54001E-6 ; 9.85605E-7 ; 2.05995E-7 ; 1.31837E-7 ; 8.7E-6 ; 5.568E-6
Ag115 ; 1.445E-5 ; 9.24801E-6 ; 4.66002E-6 ; 2.98242E-6 ; 1.55996E-6 ; 9.98377E-7 ; 3.111E-5 ; 1.99104E-5
Ag115m ; 1.445E-5 ; 9.24801E-6 ; 4.66002E-6 ; 2.98242E-6 ; 1.55996E-6 ; 9.98377E-7 ; 3.111E-5 ; 1.99104E-5
Ag116 ; 2.907E-5 ; 1.86048E-5 ; 9.71005E-6 ; 6.21443E-6 ; 8.6998E-6 ; 5.56787E-6 ; 1.4498E-4 ; 9.27872E-5
Ag116m ; 2.907E-5 ; 1.86048E-5 ; 9.71005E-6 ; 6.21443E-6 ; 8.6998E-6 ; 5.56787E-6 ; 1.4498E-4 ; 9.27872E-5
Ag117 ; 9.32301E-5 ; 5.96673E-5 ; 3.73402E-5 ; 2.38977E-5 ; 3.73192E-5 ; 2.38843E-5 ; 6.0054E-4 ; 3.84346E-4
Ag117m ; 9.32301E-5 ; 5.96673E-5 ; 3.73402E-5 ; 2.38977E-5 ; 3.73192E-5 ; 2.38843E-5 ; 6.0054E-4 ; 3.84346E-4
Ag118 ; 7.79801E-5 ; 4.99072E-5 ; 2.11301E-5 ; 1.35233E-5 ; 7.94082E-5 ; 5.08213E-5 ; 0.00114651 ; 7.33766E-4
Ag118m ; 7.79801E-5 ; 4.99072E-5 ; 2.11301E-5 ; 1.35233E-5 ; 7.94082E-5 ; 5.08213E-5 ; 0.00114651 ; 7.33766E-4
Ag119 ; 1.506E-4 ; 9.63841E-5 ; 3.19902E-5 ; 2.04737E-5 ; 2.91653E-4 ; 1.86658E-4 ; 0.00408832 ; 0.00261652
Ag120 ; 2.1205E-5 ; 1.35712E-5 ; 3.57002E-6 ; 2.28481E-6 ; 1.56126E-4 ; 9.99209E-5 ; 0.00263485 ; 0.0016863
Ag120m ; 2.1205E-5 ; 1.35712E-5 ; 3.57002E-6 ; 2.28481E-6 ; 1.56126E-4 ; 9.99209E-5 ; 0.00263485 ; 0.0016863
Ag121 ; 2.017E-5 ; 1.29088E-5 ; 2.60001E-6 ; 1.66401E-6 ; 2.29135E-4 ; 1.46646E-4 ; 0.00561925 ; 0.00359632
Ag122 ; 8.25001E-7 ; 5.28E-7 ; 1.62001E-7 ; 1.03681E-7 ; 3.72392E-5 ; 2.38331E-5 ; 0.00223666 ; 0.00143146
Ag122m ; 8.25001E-7 ; 5.28E-7 ; 1.62001E-7 ; 1.03681E-7 ; 3.72392E-5 ; 2.38331E-5 ; 0.00223666 ; 0.00143146
Ag123 ; 2.08E-7 ; 1.3312E-7 ; 3.26002E-8 ; 2.08641E-8 ; 2.12495E-5 ; 1.35997E-5 ; 0.00305186 ; 0.00195319
Ag124 ; 1.5E-12 ; 9.60001E-13 ; 3.25002E-13 ; 2.08001E-13 ; 3.34992E-6 ; 2.14395E-6 ; 0.00161752 ; 0.00103521
Ag125 ; 1.44E-13 ; 9.21601E-14 ; 1.28001E-14 ; 8.19204E-15 ; 4.5599E-7 ; 2.91833E-7 ; 7.0336E-4 ; 4.5015E-4
Ag126 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3.73992E-11 ; 2.39355E-11 ; 2.986E-4 ; 1.91104E-4
Ag127 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 4.4199E-12 ; 2.82874E-12 ; 7.93979E-5 ; 5.08147E-5
Ag128 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2.35995E-13 ; 1.51037E-13 ; 1.239E-5 ; 7.9296E-6
Ag129 ; 2.89377E-12 ; 1.85201E-12 ; 7.06916E-18 ; 4.52426E-18 ; 3.69294E-15 ; 2.36348E-15 ; 4.30888E-7 ; 2.75768E-7
Ag130 ; 1.03E-13 ; 6.59201E-14 ; 7.83004E-12 ; 5.01123E-12 ; 0.0 ; 0.0 ; 2.53E-7 ; 1.6192E-7
Ag131 ; 2.91023E-15 ; 1.86255E-15 ; 3.36028E-13 ; 2.15058E-13 ; 1.94194E-9 ; 1.24284E-9 ; 2.72526E-8 ; 1.74416E-8
Ag132 ;  ;  ; 9.27679E-15 ; 5.93715E-15 ; 5.62854E-12 ; 3.60227E-12 ; 9.66487E-11 ; 6.18551E-11
Ag133 ;  ;  ;  ;  ; 2.5527E-13 ; 1.63373E-13 ; 1.29068E-11 ; 8.26038E-12
Cd105 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
