Product ; Thermal (0.0253 eV) ; Thermal (0.0253 eV) ; Fast (500 keV) ; Fast (500 keV)
Product ;  ;  ;  ; 
Product ; Yield ; Error ; Yield ; Error
Ba150 ; 3.68E-6 ; 2.3552E-6 ; 2.54E-6 ; 1.6256E-6
Ba151 ; 7.32914E-8 ; 4.69065E-8 ; 5.67315E-8 ; 3.63081E-8
Ba152 ; 4.59989E-9 ; 2.94393E-9 ; 2.45994E-9 ; 1.57436E-9
Ba153 ; 1.6599E-11 ; 1.06234E-11 ; 9.43451E-12 ; 6.03809E-12
Ba154 ; 7.58999E-13 ; 4.8576E-13 ; 2.48E-13 ; 1.5872E-13
Ba155 ; 3.03261E-14 ; 1.94087E-14 ; 2.60864E-14 ; 1.66953E-14
La133 ; 0.0 ; 0.0 ; 0.0 ; 0.0
La135 ; 0.0 ; 0.0 ; 0.0 ; 0.0
La137 ; 1.4E-10 ; 8.95999E-11 ; 1.88E-10 ; 1.2032E-10
La138 ; 7.51999E-9 ; 4.8128E-9 ; 7.42E-9 ; 4.7488E-9
La139 ; 2.28E-7 ; 1.4592E-7 ; 2.58E-7 ; 1.6512E-7
La140 ; 4.19E-6 ; 2.6816E-6 ; 3.89E-6 ; 2.4896E-6
La141 ; 4.394E-5 ; 2.81216E-5 ; 5.622E-5 ; 3.59808E-5
La142 ; 3.64E-4 ; 2.3296E-4 ; 4.0888E-4 ; 2.61683E-4
La143 ; 0.00201735 ; 0.0012911 ; 0.00239825 ; 0.00153488
La144 ; 0.00657603 ; 0.00420866 ; 0.00691385 ; 0.00442486
La145 ; 0.0121785 ; 0.00389712 ; 0.0131287 ; 0.00420119
La146 ; 0.00773333 ; 0.00494933 ; 0.00738266 ; 0.0047249
La146m ; 0.00773333 ; 0.00494933 ; 0.00738266 ; 0.0047249
La147 ; 0.0132746 ; 0.00424787 ; 0.0115411 ; 0.00369315
La148 ; 0.00724806 ; 0.00463876 ; 0.00539281 ; 0.0034514
La149 ; 0.00244795 ; 0.00156669 ; 0.00178872 ; 0.00114478
La150 ; 5.7286E-4 ; 3.6663E-4 ; 3.8021E-4 ; 2.43334E-4
La151 ; 8.09166E-5 ; 5.17867E-5 ; 5.29533E-5 ; 3.38901E-5
La152 ; 8.16999E-6 ; 5.2288E-6 ; 4.23E-6 ; 2.7072E-6
La153 ; 4.70983E-7 ; 3.01429E-7 ; 2.07991E-7 ; 1.33114E-7
La154 ; 1.6E-8 ; 1.024E-8 ; 5.26E-9 ; 3.3664E-9
La155 ; 8.60477E-10 ; 5.50705E-10 ; 5.75094E-10 ; 3.6806E-10
La156 ; 1.78828E-12 ; 1.1445E-12 ; 9.08009E-13 ; 5.81126E-13
La157 ; 6.11035E-14 ; 3.91063E-14 ; 2.46415E-14 ; 1.57705E-14
La158 ; 1.21027E-15 ; 7.74576E-16 ;  ; 
Ce135 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ce137 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ce138 ; 9.67999E-14 ; 6.1952E-14 ; 1.48E-13 ; 9.472E-14
Ce139 ; 2.88E-12 ; 1.8432E-12 ; 3.84E-12 ; 2.4576E-12
Ce139m ; 7.03999E-12 ; 4.5056E-12 ; 1.09E-11 ; 6.976E-12
Ce140 ; 6.32E-10 ; 4.0448E-10 ; 8.81E-10 ; 5.6384E-10
Ce141 ; 2.29E-8 ; 1.4656E-8 ; 3.69E-8 ; 2.3616E-8
Ce142 ; 6.14E-7 ; 3.9296E-7 ; 1.1E-6 ; 7.04E-7
Ce143 ; 1.12E-5 ; 7.16799E-6 ; 1.908E-5 ; 1.22112E-5
Ce144 ; 1.2821E-4 ; 8.20543E-5 ; 2.1022E-4 ; 1.34541E-4
Ce145 ; 7.43089E-4 ; 4.75577E-4 ; 0.0011462 ; 7.33568E-4
Ce146 ; 0.00293069 ; 0.00187564 ; 0.0044481 ; 0.00284678
Ce147 ; 0.00656891 ; 0.00295601 ; 0.00845588 ; 0.00541176
Ce148 ; 0.0107703 ; 0.00247717 ; 0.0127423 ; 0.00293074
Ce149 ; 0.0102002 ; 0.00326407 ; 0.00998751 ; 0.00449438
Ce150 ; 0.00705711 ; 0.00451655 ; 0.00708289 ; 0.00453305
Ce151 ; 0.00301698 ; 0.00193087 ; 0.00257123 ; 0.00164559
Ce152 ; 9.40499E-4 ; 6.0192E-4 ; 7.577E-4 ; 4.84928E-4
Ce153 ; 1.7472E-4 ; 1.11821E-4 ; 1.0615E-4 ; 6.7936E-5
Ce154 ; 1.964E-5 ; 1.25696E-5 ; 1.054E-5 ; 6.7456E-6
Ce155 ; 1.41914E-6 ; 9.08249E-7 ; 7.95425E-7 ; 5.09072E-7
Ce156 ; 7.57982E-8 ; 4.85108E-8 ; 3.57991E-8 ; 2.29114E-8
Ce157 ; 2.58994E-9 ; 1.65756E-9 ; 8.04975E-10 ; 5.15184E-10
Ce158 ; 5.12988E-11 ; 3.28312E-11 ; 1.48E-11 ; 9.472E-12
Ce159 ; 2.29074E-13 ; 1.46607E-13 ; 9.93345E-14 ; 6.35741E-14
Ce160 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pr139 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pr140 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pr141 ; 3.0E-13 ; 1.92E-13 ; 6.24E-13 ; 3.9936E-13
Pr142 ; 1.37E-11 ; 8.76799E-12 ; 2.835E-11 ; 1.8144E-11
Pr142m ; 1.37E-11 ; 8.76799E-12 ; 2.835E-11 ; 1.8144E-11
Pr143 ; 1.91E-9 ; 1.2224E-9 ; 4.26E-9 ; 2.7264E-9
Pr144 ; 7.75999E-9 ; 4.9664E-9 ; 1.37E-8 ; 8.768E-9
Pr144m ; 6.97999E-8 ; 4.4672E-8 ; 1.38E-7 ; 8.832E-8
Pr145 ; 1.58E-6 ; 1.0112E-6 ; 3.36E-6 ; 2.1504E-6
Pr146 ; 2.077E-5 ; 1.32928E-5 ; 3.669E-5 ; 2.34816E-5
Pr147 ; 1.5192E-4 ; 9.72287E-5 ; 2.6832E-4 ; 1.71725E-4
Pr148 ; 3.8429E-4 ; 2.45945E-4 ; 5.1584E-4 ; 3.30138E-4
Pr148m ; 3.8429E-4 ; 2.45945E-4 ; 5.1584E-4 ; 3.30138E-4
Pr149 ; 0.0020231 ; 0.00129478 ; 0.00271571 ; 0.00173805
Pr150 ; 0.00420793 ; 0.00269307 ; 0.00438745 ; 0.00280797
Pr151 ; 0.00514733 ; 0.0023163 ; 0.00515733 ; 0.00330069
Pr152 ; 0.00414587 ; 0.00265335 ; 0.00356007 ; 0.00227844
Pr153 ; 0.00219056 ; 0.00140196 ; 0.00175233 ; 0.00112149
Pr154 ; 7.38189E-4 ; 4.72441E-4 ; 4.5123E-4 ; 2.88787E-4
Pr155 ; 1.6223E-4 ; 1.03827E-4 ; 1.2807E-4 ; 8.19648E-5
Pr156 ; 2.74E-5 ; 1.7536E-5 ; 1.61E-5 ; 1.0304E-5
Pr157 ; 3.13E-6 ; 2.0032E-6 ; 1.4E-6 ; 8.96E-7
Pr158 ; 2.04E-7 ; 1.3056E-7 ; 6.99E-8 ; 4.4736E-8
Pr159 ; 6.49977E-9 ; 4.15985E-9 ; 2.1899E-9 ; 1.40154E-9
Pr160 ; 1.12E-10 ; 7.16799E-11 ; 3.87E-11 ; 2.4768E-11
Pr161 ; 2.47717E-13 ; 1.58539E-13 ; 2.2713E-13 ; 1.45363E-13
Pr162 ; 2.10677E-17 ; 1.34834E-17 ; 4.84441E-15 ; 3.10042E-15
Pr163 ; 3.79833E-19 ; 2.43093E-19 ; 6.21394E-17 ; 3.97692E-17
Nd140 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nd141 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nd142 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Nd143 ; 1.81E-14 ; 1.1584E-14 ; 6.33E-14 ; 4.0512E-14
Nd144 ; 2.68E-12 ; 1.7152E-12 ; 1.03E-11 ; 6.592E-12
Nd145 ; 2.11E-10 ; 1.3504E-10 ; 7.1E-10 ; 4.544E-10
Nd146 ; 9.42999E-9 ; 6.0352E-9 ; 3.22E-8 ; 2.0608E-8
Nd147 ; 2.33E-7 ; 1.4912E-7 ; 7.14E-7 ; 4.5696E-7
Nd148 ; 4.27E-6 ; 2.7328E-6 ; 1.089E-5 ; 6.9696E-6
Nd149 ; 4.066E-5 ; 2.60224E-5 ; 7.89E-5 ; 5.0496E-5
Nd150 ; 2.5499E-4 ; 1.63193E-4 ; 4.5139E-4 ; 2.8889E-4
Nd151 ; 8.79059E-4 ; 5.62598E-4 ; 0.00131826 ; 8.43686E-4
Nd152 ; 0.00203923 ; 0.00130511 ; 0.00292249 ; 0.00187039
Nd153 ; 0.00286152 ; 0.00183137 ; 0.00334263 ; 0.00213928
Nd154 ; 0.00257551 ; 0.00115898 ; 0.00274647 ; 8.7887E-4
Nd155 ; 0.00151854 ; 9.71865E-4 ; 0.00186514 ; 0.00119369
Nd156 ; 7.21859E-4 ; 4.6199E-4 ; 8.2063E-4 ; 5.25203E-4
Nd157 ; 2.5153E-4 ; 1.60979E-4 ; 1.8275E-4 ; 1.1696E-4
Nd158 ; 5.056E-5 ; 3.23584E-5 ; 3.284E-5 ; 2.10176E-5
Nd159 ; 5.12E-6 ; 3.2768E-6 ; 2.82E-6 ; 1.8048E-6
Nd160 ; 2.87E-7 ; 1.8368E-7 ; 1.93E-7 ; 1.2352E-7
Nd161 ; 1.04997E-8 ; 6.71984E-9 ; 7.41977E-9 ; 4.74866E-9
Nd162 ; 8.92978E-13 ; 5.71506E-13 ; 1.90995E-10 ; 1.22237E-10
Nd163 ; 1.60996E-14 ; 1.03037E-14 ; 2.02994E-12 ; 1.29916E-12
Nd164 ; 0.0 ; 0.0 ; 2.23E-14 ; 1.4272E-14
Nd165 ; 4.96914E-19 ; 3.18025E-19 ; 2.13184E-16 ; 1.36438E-16
Nd166 ; 3.28889E-20 ; 2.10489E-20 ;  ; 
Pm141 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pm143 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pm144 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pm145 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Pm146 ; 1.09E-13 ; 6.97599E-14 ; 5.25E-13 ; 3.36E-13
Pm147 ; 9.39999E-12 ; 6.016E-12 ; 5.09E-11 ; 3.2576E-11
Pm148 ; 1.97E-10 ; 1.2608E-10 ; 6.32E-10 ; 4.0448E-10
Pm148m ; 4.6E-10 ; 2.944E-10 ; 1.71E-9 ; 1.0944E-9
Pm149 ; 2.29E-8 ; 1.4656E-8 ; 6.98E-8 ; 4.4672E-8
Pm150 ; 5.08E-7 ; 3.2512E-7 ; 1.12E-6 ; 7.168E-7
Pm151 ; 5.86E-6 ; 3.7504E-6 ; 1.282E-5 ; 8.2048E-6
Pm152 ; 1.416E-5 ; 9.06239E-6 ; 2.47867E-5 ; 1.58635E-5
Pm152m ; 1.416E-5 ; 9.06239E-6 ; 2.47867E-5 ; 1.58635E-5
Pm152n ; 1.416E-5 ; 9.06239E-6 ; 2.47867E-5 ; 1.58635E-5
Pm153 ; 1.7772E-4 ; 1.13741E-4 ; 3.0211E-4 ; 1.9335E-4
Pm154 ; 2.2546E-4 ; 1.44294E-4 ; 2.9332E-4 ; 1.87725E-4
Pm154m ; 2.2546E-4 ; 1.44294E-4 ; 2.9332E-4 ; 1.87725E-4
Pm155 ; 7.00089E-4 ; 4.48057E-4 ; 0.00126271 ; 8.08134E-4
Pm156 ; 8.60179E-4 ; 5.50515E-4 ; 0.00126119 ; 8.07162E-4
Pm157 ; 8.05369E-4 ; 5.15436E-4 ; 8.8621E-4 ; 5.67174E-4
Pm158 ; 4.4068E-4 ; 2.82035E-4 ; 3.6804E-4 ; 2.35546E-4
Pm159 ; 1.2776E-4 ; 8.17663E-5 ; 1.0944E-4 ; 7.00416E-5
Pm160 ; 2.148E-5 ; 1.37472E-5 ; 1.948E-5 ; 1.24672E-5
Pm161 ; 2.44E-6 ; 1.5616E-6 ; 2.8E-6 ; 1.792E-6
Pm162 ; 6.68999E-10 ; 4.2816E-10 ; 1.93E-7 ; 1.2352E-7
Pm163 ; 3.82E-11 ; 2.4448E-11 ; 7.99E-9 ; 5.1136E-9
Pm164 ; 9.38999E-13 ; 6.0096E-13 ; 2.49E-10 ; 1.5936E-10
Pm165 ; 1.40995E-14 ; 9.02368E-15 ; 4.69979E-12 ; 3.00786E-12
Pm166 ; 9.33194E-16 ; 5.97244E-16 ; 1.31636E-14 ; 8.4247E-15
Pm167 ; 6.2755E-19 ; 4.01632E-19 ; 3.67326E-16 ; 2.35089E-16
Pm168 ; 2.50076E-18 ; 1.60049E-18 ; 3.98205E-18 ; 2.54851E-18
Pm169 ; 1.24257E-19 ; 7.95246E-20 ;  ; 
Sm143 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm143m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm144 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm145 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm146 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm147 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm148 ; 0.0 ; 0.0 ; 4.66E-14 ; 2.9824E-14
Sm149 ; 7.17999E-13 ; 4.5952E-13 ; 4.26E-12 ; 2.7264E-12
Sm150 ; 6.1E-11 ; 3.904E-11 ; 2.8E-10 ; 1.792E-10
Sm151 ; 2.58E-9 ; 1.6512E-9 ; 9.55E-9 ; 6.112E-9
Sm152 ; 6.11E-8 ; 3.9104E-8 ; 2.19E-7 ; 1.4016E-7
Sm153 ; 8.44999E-7 ; 5.408E-7 ; 2.55E-6 ; 1.632E-6
Sm154 ; 6.86999E-6 ; 4.3968E-6 ; 1.842E-5 ; 1.17888E-5
Sm155 ; 3.182E-5 ; 2.03648E-5 ; 1.0147E-4 ; 6.49408E-5
Sm156 ; 1.112E-4 ; 7.11679E-5 ; 3.4205E-4 ; 2.18912E-4
Sm157 ; 2.8942E-4 ; 1.85229E-4 ; 5.438E-4 ; 3.48032E-4
Sm158 ; 4.132E-4 ; 2.64448E-4 ; 6.7642E-4 ; 4.32909E-4
Sm159 ; 3.0981E-4 ; 1.98278E-4 ; 4.4787E-4 ; 2.86637E-4
Sm160 ; 1.3771E-4 ; 8.81343E-5 ; 2.5513E-4 ; 1.63283E-4
Sm161 ; 4.316E-5 ; 2.76224E-5 ; 8.87E-5 ; 5.6768E-5
Sm162 ; 3.44E-8 ; 2.2016E-8 ; 2.092E-5 ; 1.33888E-5
Sm163 ; 5.78E-9 ; 3.6992E-9 ; 2.28E-6 ; 1.4592E-6
Sm164 ; 4.47E-10 ; 2.8608E-10 ; 2.68E-7 ; 1.7152E-7
Sm165 ; 2.17E-11 ; 1.3888E-11 ; 1.41E-8 ; 9.024E-9
Sm166 ; 1.53907E-12 ; 9.85002E-13 ; 5.18987E-10 ; 3.32152E-10
Sm167 ; 2.65994E-14 ; 1.70236E-14 ; 1.19996E-11 ; 7.67977E-12
Sm168 ; 1.05997E-13 ; 6.78383E-14 ; 1.56996E-13 ; 1.00477E-13
Sm169 ; 5.26677E-15 ; 3.37073E-15 ; 5.44299E-16 ; 3.48351E-16
Sm170 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Sm171 ; 4.54892E-20 ; 2.91131E-20 ; 3.20181E-19 ; 2.04916E-19
Eu147 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Eu149 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Eu151 ; 2.81E-14 ; 1.7984E-14 ; 1.83E-13 ; 1.1712E-13
Eu152 ; 7.73333E-13 ; 4.94933E-13 ; 4.14667E-12 ; 2.65387E-12
Eu152m ; 7.73333E-13 ; 4.94933E-13 ; 4.14667E-12 ; 2.65387E-12
Eu152n ; 7.73333E-13 ; 4.94933E-13 ; 4.14667E-12 ; 2.65387E-12
Eu153 ; 1.11E-10 ; 7.10399E-11 ; 6.06E-10 ; 3.8784E-10
Eu154 ; 1.535E-9 ; 9.82399E-10 ; 6.3E-9 ; 4.032E-9
Eu154m ; 1.535E-9 ; 9.82399E-10 ; 6.3E-9 ; 4.032E-9
Eu155 ; 4.63E-8 ; 2.9632E-8 ; 2.72E-7 ; 1.7408E-7
Eu156 ; 5.3E-7 ; 3.392E-7 ; 2.51E-6 ; 1.6064E-6
Eu157 ; 4.23E-6 ; 2.7072E-6 ; 1.415E-5 ; 9.056E-6
Eu158 ; 1.775E-5 ; 1.136E-5 ; 4.179E-5 ; 2.67456E-5
Eu159 ; 3.723E-5 ; 2.38272E-5 ; 8.936E-5 ; 5.71904E-5
Eu160 ; 4.418E-5 ; 2.82752E-5 ; 1.1393E-4 ; 7.29152E-5
Eu161 ; 3.592E-5 ; 2.29888E-5 ; 1.2154E-4 ; 7.77856E-5
Eu162 ; 7.41999E-8 ; 4.7488E-8 ; 6.28E-5 ; 4.0192E-5
Eu163 ; 3.25E-8 ; 2.08E-8 ; 2.225E-5 ; 1.424E-5
Eu164 ; 7.03999E-9 ; 4.5056E-9 ; 6.43E-6 ; 4.1152E-6
Eu165 ; 1.01E-9 ; 6.464E-10 ; 1.21E-6 ; 7.744E-7
Eu166 ; 2.18E-10 ; 1.3952E-10 ; 1.15E-7 ; 7.36E-8
Eu167 ; 1.2E-11 ; 7.67999E-12 ; 1.02E-8 ; 6.528E-9
Eu168 ; 1.55E-10 ; 9.91999E-11 ; 3.71E-10 ; 2.3744E-10
Eu169 ; 5.81473E-12 ; 3.72143E-12 ; 1.19995E-11 ; 7.67965E-12
Eu170 ; 1.36E-13 ; 8.70399E-14 ; 1.35E-13 ; 8.64E-14
Eu171 ; 1.29072E-15 ; 8.26058E-16 ; 7.05863E-15 ; 4.51752E-15
Eu172 ; 1.38014E-18 ; 8.83288E-19 ; 4.46395E-18 ; 2.85693E-18
Gd147 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Gd149 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Gd151 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Gd152 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Gd153 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Gd154 ; 7.90999E-14 ; 5.0624E-14 ; 8.23E-13 ; 5.2672E-13
Gd155 ; 4.01E-12 ; 2.5664E-12 ; 5.22E-11 ; 3.3408E-11
Gd156 ; 1.53E-10 ; 9.79199E-11 ; 1.94E-9 ; 1.2416E-9
Gd157 ; 4.15E-9 ; 2.656E-9 ; 3.03E-8 ; 1.9392E-8
Gd158 ; 5.62E-8 ; 3.5968E-8 ; 3.27E-7 ; 2.0928E-7
Gd159 ; 3.71E-7 ; 2.3744E-7 ; 1.83E-6 ; 1.1712E-6
Gd160 ; 1.33E-6 ; 8.51199E-7 ; 8.17E-6 ; 5.2288E-6
Gd161 ; 3.15E-6 ; 2.016E-6 ; 2.09E-5 ; 1.3376E-5
Gd162 ; 1.79E-8 ; 1.1456E-8 ; 3.344E-5 ; 2.14016E-5
Gd163 ; 2.02E-8 ; 1.2928E-8 ; 2.631E-5 ; 1.68384E-5
Gd164 ; 1.13E-8 ; 7.23199E-9 ; 2.341E-5 ; 1.49824E-5
Gd165 ; 4.22E-9 ; 2.7008E-9 ; 9.99E-6 ; 6.3936E-6
Gd166 ; 2.48E-9 ; 1.5872E-9 ; 3.07E-6 ; 1.9648E-6
Gd167 ; 3.86E-10 ; 2.4704E-10 ; 6.76E-7 ; 4.3264E-7
Gd168 ; 1.49E-8 ; 9.53599E-9 ; 8.97E-8 ; 5.7408E-8
Gd169 ; 1.74E-9 ; 1.1136E-9 ; 7.83E-9 ; 5.0112E-9
Gd170 ; 1.29E-10 ; 8.25599E-11 ; 3.25E-10 ; 2.08E-10
Gd171 ; 2.12871E-12 ; 1.36237E-12 ; 9.76294E-12 ; 6.24828E-12
Gd172 ; 5.84986E-14 ; 3.74391E-14 ; 1.75996E-13 ; 1.12637E-13
Tb151 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tb153 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tb155 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tb156 ; 0.0 ; 0.0 ; 2.53E-14 ; 1.6192E-14
Tb156m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tb157 ; 1.06E-13 ; 6.78399E-14 ; 1.73E-12 ; 1.1072E-12
Tb158 ; 4.34E-12 ; 2.7776E-12 ; 4.66E-11 ; 2.9824E-11
Tb158m ; 4.82E-13 ; 3.0848E-13 ; 4.6E-12 ; 2.944E-12
Tb159 ; 1.06E-10 ; 6.78399E-11 ; 1.12E-9 ; 7.168E-10
Tb160 ; 1.25E-9 ; 7.99999E-10 ; 1.37E-8 ; 8.768E-9
Tb161 ; 9.40999E-9 ; 6.0224E-9 ; 1.3E-7 ; 8.32E-8
Tb162 ; 8.33999E-11 ; 5.3376E-11 ; 2.62E-7 ; 1.6768E-7
Tb162m ; 8.33999E-11 ; 5.3376E-11 ; 2.62E-7 ; 1.6768E-7
Tb163 ; 5.47E-10 ; 3.5008E-10 ; 1.42E-6 ; 9.088E-7
Tb164 ; 8.75999E-10 ; 5.6064E-10 ; 2.97E-6 ; 1.9008E-6
Tb165 ; 8.88999E-10 ; 5.6896E-10 ; 3.98E-6 ; 2.5472E-6
Tb166 ; 1.37E-9 ; 8.76799E-10 ; 2.64E-6 ; 1.6896E-6
Tb167 ; 5.51E-10 ; 3.5264E-10 ; 1.8E-6 ; 1.152E-6
Tb168 ; 5.6E-8 ; 3.584E-8 ; 5.51E-7 ; 3.5264E-7
Tb169 ; 1.79E-8 ; 1.1456E-8 ; 1.62E-7 ; 1.0368E-7
Tb170 ; 3.84E-9 ; 2.4576E-9 ; 1.66E-8 ; 1.0624E-8
Tb171 ; 1.91E-10 ; 1.2224E-10 ; 1.83E-9 ; 1.1712E-9
Tb172 ; 1.64E-11 ; 1.0496E-11 ; 8.95E-11 ; 5.728E-11
Dy155 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Dy156 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Dy157 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Dy158 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Dy159 ; 0.0 ; 0.0 ; 4.64E-14 ; 2.9696E-14
Dy160 ; 6.81999E-14 ; 4.3648E-14 ; 2.25E-12 ; 1.44E-12
Dy161 ; 1.73E-12 ; 1.1072E-12 ; 6.06E-11 ; 3.8784E-11
Dy162 ; 1.01E-13 ; 6.464E-14 ; 9.13E-10 ; 5.8432E-10
Dy163 ; 1.05E-12 ; 6.71999E-13 ; 6.74E-9 ; 4.3136E-9
Dy164 ; 5.34E-12 ; 3.4176E-12 ; 5.2E-8 ; 3.328E-8
Dy165 ; 1.45E-11 ; 9.27999E-12 ; 1.56E-7 ; 9.984E-8
Dy165m ; 2.17E-12 ; 1.3888E-12 ; 2.13E-8 ; 1.3632E-8
Dy166 ; 7.60999E-11 ; 4.8704E-11 ; 3.87E-7 ; 2.4768E-7
Dy167 ; 8.62999E-11 ; 5.5232E-11 ; 6.12E-7 ; 3.9168E-7
Dy168 ; 2.36E-8 ; 1.5104E-8 ; 5.82E-7 ; 3.7248E-7
Dy169 ; 1.96E-8 ; 1.2544E-8 ; 3.78E-7 ; 2.4192E-7
Dy170 ; 1.09E-8 ; 6.97599E-9 ; 1.18E-7 ; 7.552E-8
Dy171 ; 1.44E-9 ; 9.21599E-10 ; 3.05E-8 ; 1.952E-8
Dy172 ; 3.45E-10 ; 2.208E-10 ; 5.12E-9 ; 3.2768E-9
Ho159 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ho159m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ho161 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ho161m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ho162 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Ho162m ; 0.0 ; 0.0 ; 2.2E-14 ; 1.408E-14
Ho163 ; 0.0 ; 0.0 ; 7.73E-13 ; 4.9472E-13
Ho163m ; 0.0 ; 0.0 ; 1.05E-13 ; 6.72E-14
Ho164 ; 0.0 ; 0.0 ; 5.15E-12 ; 3.296E-12
Ho164m ; 0.0 ; 0.0 ; 1.39E-11 ; 8.896E-12
Ho165 ; 0.0 ; 0.0 ; 2.5E-10 ; 1.6E-10
Ho166 ; 4.14E-14 ; 2.6496E-14 ; 3.86E-10 ; 2.4704E-10
Ho166m ; 9.64999E-14 ; 6.176E-14 ; 1.04E-9 ; 6.656E-10
Ho167 ; 4.94E-13 ; 3.1616E-13 ; 8.22E-9 ; 5.2608E-9
Ho168 ; 4.11E-10 ; 2.6304E-10 ; 1.96E-8 ; 1.2544E-8
Ho169 ; 9.94999E-10 ; 6.368E-10 ; 4.23E-8 ; 2.7072E-8
Ho170 ; 7.67999E-10 ; 4.9152E-10 ; 1.47E-8 ; 9.408E-9
Ho170m ; 7.67999E-10 ; 4.9152E-10 ; 1.47E-8 ; 9.408E-9
Ho171 ; 5.4E-10 ; 3.456E-10 ; 2.34E-8 ; 1.4976E-8
Ho172 ; 3.35E-10 ; 2.144E-10 ; 8.71E-9 ; 5.5744E-9
Er161 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Er162 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Er163 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Er164 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Er165 ; 0.0 ; 0.0 ; 2.46E-14 ; 1.5744E-14
Er166 ; 0.0 ; 0.0 ; 5.36E-13 ; 3.4304E-13
Er167 ; 0.0 ; 0.0 ; 7.6E-12 ; 4.864E-12
Er167m ; 0.0 ; 0.0 ; 1.04E-12 ; 6.656E-13
Er168 ; 4.89E-13 ; 3.1296E-13 ; 7.86E-11 ; 5.0304E-11
Er169 ; 3.81E-12 ; 2.4384E-12 ; 4.53E-10 ; 2.8992E-10
Er170 ; 1.84E-11 ; 1.1776E-11 ; 1.1E-9 ; 7.04E-10
Er171 ; 1.95E-11 ; 1.248E-11 ; 2.16E-9 ; 1.3824E-9
Er172 ; 3.47E-11 ; 2.2208E-11 ; 2.62E-9 ; 1.6768E-9
Tm165 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tm166 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tm167 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tm168 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Tm169 ; 0.0 ; 0.0 ; 1.39E-13 ; 8.896E-14
Tm170 ; 0.0 ; 0.0 ; 9.06E-13 ; 5.7984E-13
Tm171 ; 2.2E-14 ; 1.408E-14 ; 6.74E-12 ; 4.3136E-12
Tm172 ; 1.25E-13 ; 7.99999E-14 ; 2.16E-11 ; 1.3824E-11
Yb166 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Yb167 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Yb168 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Yb169 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Yb169m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Yb170 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Yb171 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Yb172 ; 0.0 ; 0.0 ; 1.9E-14 ; 1.216E-14
Lu169 ; 0.0 ; 0.0 ; 0.0 ; 0.0
Lu169m ; 0.0 ; 0.0 ; 0.0 ; 0.0
Lu171 ; 0.0 ; 0.0 ; 0.0 ; 0.0
