Product ;  ; 
Product ;  ; 
Product ; Yield ; Error
Zr99 ; 0.0306858 ; 0.00981947
Zr100 ; 0.0399297 ; 0.0127775
Zr101 ; 0.0352986 ; 0.0112955
Zr102 ; 0.0215097 ; 0.0068831
Zr103 ; 0.00783843 ; 0.0050166
Zr104 ; 0.00185472 ; 0.00118702
Zr105 ; 2.0602E-4 ; 1.31853E-4
Zr106 ; 1.54767E-5 ; 9.90508E-6
Zr107 ; 9.62368E-13 ; 6.15915E-13
Zr108 ; 1.65E-13 ; 1.056E-13
Zr109 ; 2.90273E-15 ; 1.85775E-15
Zr110 ; 0.0 ; 0.0
Zr111 ; 3.29653E-17 ; 2.10978E-17
Zr112 ; 3.57455E-14 ; 2.28771E-14
Zr113 ; 2.81844E-15 ; 1.8038E-15
Nb89 ; 0.0 ; 0.0
Nb90 ; 0.0 ; 0.0
Nb91 ; 0.0 ; 0.0
Nb92 ; 4.77E-14 ; 3.0528E-14
Nb93 ; 7.11E-12 ; 4.5504E-12
Nb93m ; 1.46E-12 ; 9.344E-13
Nb94 ; 5.73E-10 ; 3.6672E-10
Nb94m ; 3.36E-10 ; 2.1504E-10
Nb95 ; 3.67E-8 ; 2.3488E-8
Nb95m ; 7.52E-9 ; 4.8128E-9
Nb96 ; 1.47E-6 ; 9.408E-7
Nb97 ; 2.175E-5 ; 1.392E-5
Nb97m ; 4.45E-6 ; 2.848E-6
Nb98 ; 2.2541E-4 ; 1.44262E-4
Nb98m ; 6.358E-5 ; 4.06912E-5
Nb99 ; 1.6236E-4 ; 1.0391E-4
Nb99m ; 0.00186698 ; 0.00119487
Nb100 ; 0.00399535 ; 0.00255702
Nb100m ; 0.00399535 ; 0.00255702
Nb101 ; 0.0208119 ; 0.00665982
Nb102 ; 0.0177668 ; 0.0113707
Nb102m ; 0.0177668 ; 0.0113707
Nb103 ; 0.0381084 ; 0.0121947
Nb104 ; 0.0140449 ; 0.00898873
Nb104m ; 0.0140449 ; 0.00898873
Nb105 ; 0.0104016 ; 0.0033285
Nb106 ; 0.00285542 ; 0.00182747
Nb107 ; 1.293E-5 ; 8.2752E-6
Nb108 ; 9.92E-7 ; 6.3488E-7
Nb109 ; 3.9E-8 ; 2.496E-8
Nb110 ; 9.24E-10 ; 5.9136E-10
Nb111 ; 4.42909E-10 ; 2.83462E-10
Nb112 ; 1.34243E-9 ; 8.59153E-10
Nb113 ; 1.44492E-10 ; 9.24748E-11
Nb114 ; 7.90945E-15 ; 5.06205E-15
Nb115 ; 1.47424E-15 ; 9.43513E-16
Mo90 ; 0.0 ; 0.0
Mo91 ; 0.0 ; 0.0
Mo92 ; 0.0 ; 0.0
Mo93 ; 0.0 ; 0.0
Mo93m ; 0.0 ; 0.0
Mo94 ; 0.0 ; 0.0
Mo95 ; 5.64E-13 ; 3.6096E-13
Mo96 ; 7.45E-11 ; 4.768E-11
Mo97 ; 5.03E-9 ; 3.2192E-9
Mo98 ; 2.14E-7 ; 1.3696E-7
Mo99 ; 5.47E-6 ; 3.5008E-6
Mo100 ; 7.573E-5 ; 4.84672E-5
Mo101 ; 6.817E-4 ; 4.36288E-4
Mo102 ; 0.00366448 ; 0.00234527
Mo103 ; 0.0119457 ; 0.00382264
Mo104 ; 0.0255294 ; 0.00816942
Mo105 ; 0.0273574 ; 0.00875436
Mo106 ; 0.0232613 ; 0.00744363
Mo107 ; 0.00827365 ; 0.00529514
Mo108 ; 0.00267819 ; 0.00171404
Mo109 ; 5.0373E-4 ; 3.22387E-4
Mo110 ; 6.394E-5 ; 4.09216E-5
Mo111 ; 5.54956E-6 ; 3.55172E-6
Mo112 ; 6.25866E-6 ; 4.00554E-6
Mo113 ; 4.9348E-7 ; 3.15827E-7
Mo114 ; 1.22999E-9 ; 7.87195E-10
Mo115 ; 1.67942E-10 ; 1.07483E-10
Mo116 ; 5.85E-14 ; 3.744E-14
Mo117 ; 1.21616E-15 ; 7.78345E-16
Tc93 ; 0.0 ; 0.0
Tc95 ; 0.0 ; 0.0
Tc95m ; 0.0 ; 0.0
Tc97 ; 1.415E-14 ; 9.056E-15
Tc97m ; 1.415E-14 ; 9.056E-15
Tc98 ; 4.82E-12 ; 3.0848E-12
Tc99 ; 3.9E-10 ; 2.496E-10
Tc99m ; 7.99E-11 ; 5.1136E-11
Tc100 ; 2.45E-8 ; 1.568E-8
Tc101 ; 8.44E-7 ; 5.4016E-7
Tc102 ; 8.15E-6 ; 5.216E-6
Tc102m ; 8.15E-6 ; 5.216E-6
Tc103 ; 1.8962E-4 ; 1.21357E-4
Tc104 ; 0.00136781 ; 8.75398E-4
Tc105 ; 0.00461614 ; 0.00295433
Tc106 ; 0.0119671 ; 0.00382948
Tc107 ; 0.0159777 ; 0.00511288
Tc108 ; 0.0133711 ; 0.00427875
Tc109 ; 0.00754559 ; 0.00339552
Tc110 ; 0.00348682 ; 0.00223156
Tc111 ; 0.00117936 ; 7.5479E-4
Tc112 ; 3.1573E-4 ; 2.02067E-4
Tc113 ; 2.64664E-5 ; 1.69385E-5
Tc114 ; 2.26E-6 ; 1.4464E-6
Tc115 ; 2.58124E-7 ; 1.65199E-7
Tc116 ; 2.51E-9 ; 1.6064E-9
Tc117 ; 6.23486E-11 ; 3.99031E-11
Tc118 ; 4.91286E-14 ; 3.14423E-14
Tc119 ; 1.37818E-15 ; 8.82032E-16
Ru95 ; 0.0 ; 0.0
Ru96 ; 0.0 ; 0.0
Ru97 ; 0.0 ; 0.0
Ru98 ; 0.0 ; 0.0
Ru99 ; 0.0 ; 0.0
Ru100 ; 2.35E-13 ; 1.504E-13
Ru101 ; 3.22E-11 ; 2.0608E-11
Ru102 ; 2.37E-9 ; 1.5168E-9
Ru103 ; 1.07E-7 ; 6.848E-8
Ru104 ; 2.91E-6 ; 1.8624E-6
Ru105 ; 3.597E-5 ; 2.30208E-5
Ru106 ; 3.3548E-4 ; 2.14707E-4
Ru107 ; 1.7728E-4 ; 1.13459E-4
Ru108 ; 5.0603E-4 ; 3.23859E-4
Ru109 ; 4.55655E-4 ; 2.91619E-4
Ru109m ; 4.55655E-4 ; 2.91619E-4
Ru110 ; 0.0012473 ; 7.98272E-4
Ru111 ; 0.00110308 ; 7.05971E-4
Ru112 ; 8.306E-4 ; 5.31584E-4
Ru113 ; 3.6224E-4 ; 2.31834E-4
Ru114 ; 1.4728E-4 ; 9.42592E-5
Ru115 ; 3.07617E-5 ; 1.96875E-5
Ru116 ; 3.28E-6 ; 2.0992E-6
Ru117 ; 2.12938E-7 ; 1.3628E-7
Ru118 ; 7.63995E-9 ; 4.88957E-9
Ru119 ; 1.56999E-10 ; 1.00479E-10
Ru120 ; 1.81E-12 ; 1.1584E-12
Ru121 ; 1.51363E-14 ; 9.68722E-15
Ru122 ; 0.0 ; 0.0
Ru124 ; 0.0 ; 0.0
Rh99 ; 0.0 ; 0.0
Rh101 ; 0.0 ; 0.0
Rh101m ; 0.0 ; 0.0
Rh102 ; 0.0 ; 0.0
Rh102m ; 0.0 ; 0.0
Rh103 ; 2.17E-13 ; 1.3888E-13
Rh103m ; 1.59E-12 ; 1.0176E-12
Rh104 ; 4.3E-11 ; 2.752E-11
Rh104m ; 1.53E-10 ; 9.792E-11
Rh105 ; 8.32E-9 ; 5.3248E-9
Rh105m ; 1.13E-9 ; 7.232E-10
Rh106 ; 1.75E-7 ; 1.12E-7
Rh106m ; 1.75E-7 ; 1.12E-7
Rh107 ; 1.38E-9 ; 8.832E-10
Rh108 ; 9.2E-9 ; 5.888E-9
